fips_code,years,y_true,lr_preds,ffill_preds,yr_mean_preds,county_mean_preds,euc_preds,hav_preds,euc_exp_smooth_preds,hav_exp_smooth_preds,k_Nearest_One_pred,k5_Nearest_Mean_pred,k5_Weighted_pred,kRad_Mean_pred
10005,1990,115.0,103.10149024246039,102.7,109.77826086956522,109.4997487437185,107.53581700446634,107.98859760254447,112.06462806484402,111.78847715858869,116.0,116.8,116.120236177331,118.3125
13007,1974,51.4,61.676860422066056,50.0,129.1478260869565,69.18417085427141,68.3979650491412,68.18055949582326,62.343504807219496,62.05046264996167,61.7,55.02,57.73791503422791,57.0
13033,1975,60.2,38.68361179361182,47.1,99.22391304347825,79.47157232704407,77.48750241607748,77.16972228253391,68.13849908181689,67.91171454400475,58.2,61.160000000000004,60.74000563778969,62.16250000000001
13037,1999,155.0,146.24841006169936,125.3,122.50652173913046,120.44974811083121,117.73968077101814,117.32647315713679,143.95188911288292,142.6653323787549,170.0,122.0,146.3514336443312,146.66666666666666
13069,2012,167.7,133.70123411082295,114.3,86.35652173913044,117.29074778200246,115.82806424993888,116.31907236982076,129.11599715412916,131.73857796820545,202.2,205.06,205.10624590117533,210.3
13251,1979,71.0,56.437106918239806,33.2,92.40652173913043,102.22770186335399,96.13208768274677,96.0125587394004,85.99915290162609,85.66326588280053,98.5,77.1,80.59460765290196,76.92500000000001
13253,2007,177.0,183.23318819545239,183.0,131.06521739130432,137.8628318584071,134.32172272726243,134.12730129342813,139.3791966627467,139.20697991868028,174.0,140.2,149.06780955728783,151.0
13321,2016,170.0,172.3110144927541,203.5,98.22391304347826,166.5297738693466,162.65743572402744,162.58266621312103,166.85953727236614,167.59405802729222,184.6,187.3,186.95255264837513,187.42499999999998
17001,1989,78.0,118.65340909090855,76.0,125.9913043478261,109.70189633375468,109.8070659412088,110.259635486024,104.16861339354604,105.74578030454218,110.0,100.06,100.08652061683087,99.52777777777777
17009,2010,119.5,154.67345565749247,157.0,122.50652173913043,142.42332065906206,145.33121162261273,145.01580178347825,140.42601236178217,140.0855107935147,129.7,135.44,134.43946009288692,138.45250000000001
17011,2002,163.0,160.67473458189215,169.0,141.44130434782608,115.3087499999999,128.83394858335345,128.87632217193857,144.5353282289581,144.6924661382407,167.0,160.0,160.0810642407711,153.79285714285712
17015,2013,199.6,192.65510912698392,157.9,141.6782608695652,156.51662436548227,162.21047818274604,162.30460496591476,170.4853352315517,170.5679163780259,179.8,182.5,181.939175066861,176.02558139534884
17017,2009,182.0,170.8050682261205,195.0,140.6521739130435,156.1647727272727,164.07524600045755,164.15457762997602,172.4334152630115,171.83190199751016,187.0,173.8,174.931328214631,172.6325581395349
17019,1977,118.0,118.06286549707602,128.0,145.12391304347827,84.89184713375799,93.15491698881043,93.1610799929529,103.34214302979349,103.42305555725127,128.0,112.2,113.34638208146981,106.9341463414634
17021,1996,150.0,155.40508574807745,127.0,149.92391304347825,118.53211586901764,123.65434683067853,123.72381768990985,131.79837734512495,131.645010176213,144.0,142.6,143.01786002103884,132.75365853658536
17027,2013,162.2,147.44568452380963,30.2,107.79347826086955,156.51662436548227,162.1254638283901,161.8452802762917,164.55050469335254,164.08937715828552,160.6,161.0,160.88792917279574,169.02285714285713
17035,1991,104.0,123.4207801418438,129.0,126.60217391304347,101.6375939849625,100.03081884087781,100.3659484658432,95.66670494458867,97.48566827354577,68.0,101.4,97.3122660970729,99.74736842105263
17037,1974,80.0,109.60942860668911,105.0,146.34565217391307,69.18417085427141,71.9323256905417,71.84152219372505,74.01432839818209,73.8125056914592,73.0,69.4,70.18590811979075,75.48378378378379
17041,2002,134.0,158.13054992246225,170.0,142.03478260869568,115.3087499999999,120.0175352785156,119.90569293318785,126.10125239159319,126.3803394824732,132.0,133.6,133.8604653487795,132.825
17045,1995,122.0,143.5302836879432,158.0,140.15,108.26111111111109,109.82388972962183,109.9473453819763,110.3804454306447,111.1083410770374,112.0,111.4,111.81443694088654,110.05128205128206
17049,1973,85.0,81.77301587301554,79.0,117.88913043478256,85.06787500000002,89.52500561324854,89.65444572846991,94.13818530430562,93.70439221728446,89.0,90.6,91.74022268969127,96.08947368421053
17051,2000,137.0,122.67162210338665,113.0,110.0,131.31392722710166,137.85199579556902,137.9743468010074,145.05981494845045,145.23125595302892,136.0,148.8,147.86243326592526,149.10250000000002
17053,1985,145.0,117.03571428571422,109.0,131.02173913043478,111.6290726817042,119.17306477899598,119.56410965692594,131.38236160205108,131.62253153406414,144.0,150.4,149.7301156699661,138.73863636363637
17055,1977,85.0,69.35302144249545,75.0,94.98695652173915,84.89184713375799,88.31892459509196,88.11071407895962,88.23922647240725,88.33708508412796,77.0,85.8,84.0746066706659,93.2030303030303
17057,1999,154.0,142.9008068343619,138.0,130.49347826086955,120.44974811083121,129.6017269213924,129.30320090121847,139.54234085675955,139.32187005797016,146.0,150.0,149.9165984601195,139.11489361702127
17059,1991,94.0,117.89815602836916,110.0,121.56304347826087,101.6375939849625,97.54040694864176,97.27892097169253,90.05306670943399,89.3027909236065,63.0,88.97999999999999,87.69711541861484,86.78888888888888
17061,2005,136.0,152.13966346153848,179.0,129.7891304347826,139.82864321608037,139.61655952748126,139.45817575365112,136.30818313767736,136.4264835751821,136.0,140.2,139.4409964526249,129.07027027027027
17063,1993,137.0,133.8195652173913,155.0,133.81956521739133,91.97652284263961,103.84049676512237,103.36305960591825,116.76081978981472,116.02975814625485,130.0,123.4,124.51870914905936,124.60000000000001
17067,1992,144.0,130.70576627673427,121.0,132.7608695652174,123.0959390862944,131.7284627161294,132.14152590169832,140.59778022676872,141.1071944431597,149.5,149.5,149.9731410023444,143.2439024390244
17071,1977,103.0,112.59327485380163,118.0,142.97173913043477,84.89184713375799,90.00254947090373,89.81751610130162,93.31133622658473,93.09566213283425,96.8,92.36,95.01585189475034,92.04782608695652
17073,1990,123.0,132.12698994677703,103.0,138.39130434782606,109.4997487437185,117.67399550643175,117.8905874729789,125.95332130039773,125.96326200100998,136.0,131.07999999999998,131.29417621231994,129.91914893617022
17075,2007,178.0,155.31161103047907,170.0,132.08695652173913,137.8628318584071,149.29069796141624,149.85287913158163,165.07706508816938,165.61224561437248,187.0,176.76,177.68329754914137,176.3697674418605
17079,1999,98.0,126.82952064546816,122.0,117.6195652173913,120.44974811083121,122.83426499294033,122.26294367292645,119.03391366869165,118.68406626492447,103.0,108.8,105.38644000183558,124.6425
17083,1996,150.0,133.47399172087535,120.0,127.8913043478261,118.53211586901764,123.95187411992941,123.74306701728727,131.89632853375383,131.16649642521858,144.0,138.48000000000002,139.31995762993694,128.0222222222222
17085,2016,204.9,176.46521739130458,183.2,129.71956521739128,166.5297738693466,181.34410862923474,181.55068199913055,196.69752349348056,196.90884988860245,203.0,211.94,211.42594824118123,202.1613636363636
17089,1993,116.0,140.5260869565218,130.0,140.52608695652174,91.97652284263961,101.80510782522447,101.05069650990507,110.71394516994748,110.18220549218691,122.0,115.4,115.16908378763638,115.76176470588236
17091,1982,136.0,110.02274961045214,123.0,127.85869565217394,106.70973451327433,115.45648679168649,115.58073840586646,126.83312406490121,126.81221836164943,139.0,136.61999999999998,137.10269565312436,133.79250000000002
17095,1970,69.0,93.2602898550731,109.0,143.9086956521739,69.15112781954888,72.97929438865856,73.41785236816425,75.18708396774973,75.92779916748054,87.0,72.0,72.77662778463787,77.43333333333334
17099,1996,142.0,145.02862211709044,115.0,138.84130434782608,118.53211586901764,123.68685444529565,123.91223763223763,132.03430234574355,132.03510262999853,132.0,143.8,142.96615113617392,138.06190476190477
17103,1987,123.0,127.0271476032276,134.0,139.3695652173913,110.7728070175439,118.71240797637336,118.72021443881951,125.2638939213133,125.20101706530396,133.0,133.0,133.10089536369193,123.21190476190475
17105,1982,140.0,112.36907587198857,126.0,134.50000000000003,106.70973451327433,115.74856505043704,115.84051077555222,127.55612946051826,127.48351981383006,139.0,139.0,138.9390846795358,135.58536585365854
17107,1982,136.0,127.06036198010315,134.0,147.5586956521739,106.70973451327433,115.48870973984883,115.51794547868154,127.34978591505373,127.20468480662853,138.0,138.6,138.52952184260965,133.35555555555555
17109,2006,174.0,170.27621458710155,160.0,142.4804347826087,140.72725000000003,149.03515714507333,149.15641479770505,154.73564999875526,155.0542988029135,140.0,157.2,156.19956844166208,162.29791666666668
17111,1983,101.0,109.60389765662376,127.0,128.47826086956522,74.9342500000001,79.27460814455202,79.61260786850343,88.83696011766129,88.1461066306439,104.3,101.28,101.56633778045169,91.65483870967742
17113,2008,190.0,173.5453574462922,196.0,144.23478260869567,140.35759096612296,153.2455472081552,153.4093801476504,170.40997376236623,170.57501033560933,206.0,188.0,188.77864399737737,184.77272727272728
17115,1978,125.0,123.92734555164452,129.0,152.36086956521737,94.24247787610607,100.22759562951101,100.62513902218289,108.6430623627073,109.4848040696692,133.0,118.4,119.54461054800247,110.09767441860467
