fips_code,years,y_true,lr_pred,ffill_pred,county_mean_pred,exp0.25_pred,exp0.5_pred,exp1_pred,exp2_pred,exp4_pred,exp8_pred,exp16_pred,k1_pred,k2_mean_pred,k2_weighted_pred,k3_mean_pred,k3_weighted_pred,k4_mean_pred,k4_weighted_pred,k5_mean_pred,k5_weighted_pred,k10_mean_pred,k10_weighted_pred,k5_exp2weighted_pred,k10_exp2weighted_pred,FULL_LR_pred,FULL_HAV_LR_pred,FULL_HAV_LR_EXP2_pred,years1,y_true1,lr_pred1,ffill_pred1,county_mean_pred1,exp0.25_pred1,exp0.5_pred1,exp1_pred1,exp2_pred1,exp4_pred1,exp8_pred1,exp16_pred1,k1_pred1,k2_mean_pred1,k2_weighted_pred1,k3_mean_pred1,k3_weighted_pred1,k4_mean_pred1,k4_weighted_pred1,k5_mean_pred1,k5_weighted_pred1,k10_mean_pred1,k10_weighted_pred1,k5_exp2weighted_pred1,k10_exp2weighted_pred1,FULL_LR_pred1,FULL_HAV_LR_pred1,FULL_HAV_LR_EXP2_pred1,years2,y_true2,lr_pred2,ffill_pred2,county_mean_pred2,exp0.25_pred2,exp0.5_pred2,exp1_pred2,exp2_pred2,exp4_pred2,exp8_pred2,exp16_pred2,k1_pred2,k2_mean_pred2,k2_weighted_pred2,k3_mean_pred2,k3_weighted_pred2,k4_mean_pred2,k4_weighted_pred2,k5_mean_pred2,k5_weighted_pred2,k10_mean_pred2,k10_weighted_pred2,k5_exp2weighted_pred2,k10_exp2weighted_pred2,FULL_LR_pred2,FULL_HAV_LR_pred2,FULL_HAV_LR_EXP2_pred2
17167,2004,192.0,171.15669423468762,194.0,150.2856963613552,152.60751974162275,155.34942499212838,161.71999129811144,175.7225183067535,187.8626168101889,189.89410364646324,188.9912387837778,188.0,194.0,193.5634272143173,192.0,191.82854479029805,192.5,192.28665799643593,189.8,190.0457998825075,188.4,188.79300250756438,190.23200331438062,189.15165881085133,202.46774267454475,197.6102234482943,195.6793155004196,2011,165.7,186.51633906633924,154.5,138.25258511979823,139.92072634251215,141.51540643781004,144.37212767636836,148.96057841814115,154.2166103642693,156.8500196823144,156.01590692132743,154.8,156.0,155.91268544286348,161.79999999999998,161.36587706374007,162.425,161.98489073693355,158.48000000000002,158.7324021204829,151.94,152.74150541046026,158.886205022551,153.6108835121439,163.00590653646378,162.12751076069827,161.43646407452826,1992,172.0,148.4127968805392,149.0,123.22295081967212,125.35697805566741,127.94189136783501,134.04924893674337,148.19478561430466,162.99450538582457,169.09158230784766,173.1902800486143,175.0,169.0,169.43657278568273,167.33333333333334,167.7412482654823,164.25,165.05321948781298,161.4,162.5144223697522,161.4,162.39903369371908,163.63628902023737,163.42096784794407,171.0860872692443,171.3767018748316,169.89546578772874
17169,2014,204.1,166.07404960737904,169.0,165.22702020202013,168.18639018767968,171.26224345407826,178.7245939148311,195.18364184452503,201.70013516205077,198.17448647780412,196.72191301082393,196.6,204.1,202.9524352498523,205.5,204.42531499492355,203.675,203.34701855603524,203.42000000000002,203.21443888109454,205.58,205.04887154894857,202.67500392611356,204.15002609237706,209.55347100196042,209.6595812753034,204.42711589796008,1989,116.0,119.13939393939336,79.0,109.80404040404035,110.34020028506038,110.82628737324576,111.00807197259073,108.2945604711074,107.38555641423736,109.15066794246056,109.89311247068365,110.0,100.5,101.95358201685372,111.33333333333333,110.50469684031201,106.75,107.47268122630368,101.0,103.3465968199187,108.0,107.47271454851253,105.24580055479774,107.33897263914118,108.11695635029982,100.32290033621435,99.68398879043148,2005,135.0,151.53750000000036,191.0,139.64716981132074,140.39746941194318,140.94460828901504,141.25359883465222,139.6740308996271,139.21620841647976,136.9765314178653,135.1832080633741,135.0,147.5,145.5873920830872,144.66666666666666,143.7730266989647,141.0,141.38737944186715,138.6,139.65318455275587,137.0,138.05435598211326,140.16279853726326,138.95372376973552,131.52274692012318,124.76779998135592,117.82027103398944
17171,1991,142.0,131.22690307328594,134.0,101.45261813537682,102.19103533422472,103.12883151796338,106.33771713855657,120.2824025519355,139.15611914377723,147.6248781994238,150.73831344559667,151.0,143.5,144.55953701203097,136.0,137.8418853429045,137.0,138.26375538100402,131.8,133.89355376310726,130.04000000000002,131.93065140528745,136.23009274234536,134.52485752007644,114.410185422424,130.1888374198872,135.81675045183277,1984,119.0,119.6458069903374,71.0,102.15654911838799,102.71208927660174,103.34618356154101,104.9867910639867,110.73974691617718,121.50823993790067,129.32304277123288,132.66704587131704,133.0,121.0,122.69525921924952,117.0,118.79025968949092,118.75,119.80866403425408,116.8,118.07610590388327,109.96,112.8258800943528,119.67082953632627,116.07632119860776,119.68003274010314,121.05830321952871,124.8402281236253,2008,155.0,160.46175506736245,169.0,140.28770595690747,142.96431036543868,145.93176278675594,152.67419320470262,166.62930204277578,176.92654084712655,185.16850105654197,189.54969614886954,190.0,174.0,176.26034562566602,167.66666666666666,170.19827419338242,174.5,175.0465360670373,170.0,171.35232711454435,168.7,170.06044100365085,173.15056676119352,172.03569058372787,174.29841889016373,176.7021968401719,176.72137502552098
17173,2014,206.4,164.21587934687795,178.2,165.22702020202013,168.091290683367,171.07977783787706,178.36174365146397,195.68539026654977,211.16192687676727,218.2210669049689,222.69657535594894,223.3,209.85000000000002,211.53141057823598,212.5,213.35535194225807,204.45,206.32397432955392,202.78,204.61925496249196,209.95999999999998,209.89194553093492,206.65223033324017,210.26995947128205,203.42522656634017,205.5895894934819,205.3499554819466,2000,163.0,144.64325609031494,123.0,131.2491761723701,132.7314774827195,134.50680207354537,138.80689834801447,149.0344437082608,159.9681023287282,167.49260696733555,172.28889303972733,173.0,154.5,156.81272086969255,162.0,162.68651654452012,155.75,157.22260263142698,153.4,155.0178996399885,156.0,156.8225807800283,156.82789011820654,157.94929209666148,150.8757653365619,154.3645796899468,156.88874689619618,2004,175.0,150.5991849454631,160.0,149.97559449311652,152.31264063996784,154.67841189332293,160.06954281439937,171.2459821404019,178.22131521980262,178.51099609238116,178.9002671267693,179.0,175.0,175.50004775560922,179.33333333333334,179.1370988388542,177.25,177.40621378557069,176.4,176.67153295270074,180.3,179.7595201390683,176.94902339082876,179.279155279634,182.6215278016694,175.88862225113758,169.0035090532228
17175,1972,111.0,95.38936806680795,109.0,89.79106918238992,91.80317670797655,94.03649818368189,99.11219106368813,109.53241679366401,115.83630716830929,115.5295229877429,114.41677406224863,113.0,117.0,116.75475529551062,118.0,117.77886648154555,117.5,117.35984468260787,116.0,115.98565015402804,117.1,116.92184105659072,115.95651254801501,116.67801661473604,114.96144600854858,116.41140751842819,118.85135571856856,1979,130.0,111.55290275761945,115.0,102.12035175879396,104.36053091900848,106.76869011045407,112.10563638420612,121.95893348991031,125.25955769784849,123.55474120472947,121.62158250745794,120.0,121.0,120.93868882387764,123.66666666666667,123.48261992964437,125.0,124.78226919870845,125.4,125.19635314537102,127.1,126.50710453769358,124.97962988414541,125.90936443504566,129.61776246998915,128.4127199126813,127.59134704090904,2001,164.0,162.1107619047616,154.0,131.42010050251258,133.14480206673554,135.0728310925137,139.7807511573544,151.22833847242296,161.13325918466305,161.99005013851297,161.8798178117295,162.0,160.0,160.1226223522447,162.0,161.97736328604583,160.75,160.8049179453066,162.4,162.33506394790294,160.2,160.96048601460973,162.27354877753086,161.5032842688552,162.20212001413265,163.10021861812646,164.5415701140957
17177,2000,145.0,149.2470112893643,154.0,131.38727959697735,132.700054457277,134.17848053139272,136.94110197855636,140.38748418908102,140.53659858020663,139.21308924430608,137.4788441264174,132.0,141.0,140.78546864053496,137.33333333333334,137.40221651122198,141.5,141.14650916399697,140.6,140.39441717603646,142.17000000000002,141.74454438114682,140.1858218318663,141.31045796171333,152.8834857357011,145.56395898499227,141.41352630478525,1994,150.0,136.27860096892346,102.0,129.06105527638192,131.59094708135706,134.12080440320167,139.44074824179336,148.63189949688763,153.0162286604193,153.64741304771505,154.0397261099161,152.1,156.55,156.44392616115337,153.03333333333333,153.1678111771171,155.025,154.93467402868367,153.22,153.31410682715492,152.77,152.799638018901,153.4066680376139,152.87525972776493,154.15835959161132,154.3626138005607,154.10247032995966,1991,110.0,130.74283687943307,133.0,101.79607097591895,102.66408617325021,103.90661326147378,106.64620019362582,111.81607736792174,115.45385344470606,116.99713945541973,119.02724312293441,119.5,123.25,123.16061193355624,114.16666666666667,114.64070415576214,114.125,114.49616775639024,113.9,114.22479351417311,112.60999999999999,113.71506545049873,114.56831199127008,114.56489478933545,112.69305627245785,113.62074169386085,115.78101180752249
17179,2007,191.0,172.6080793420415,176.0,137.86219974715553,140.99471888828367,144.4138175707266,152.84618841112962,173.1907159005773,190.74594435789433,192.41756210175527,191.6098034526375,188.0,196.0,195.7107718464015,196.33333333333334,196.10348444858795,191.75,191.9473302522424,192.6,192.57907432597952,192.5,192.28045519094155,192.58014818722117,192.19293788795105,195.3560871211232,200.64372148188812,200.24687082088158,2012,133.4,187.1538442552137,172.7,117.55481012658221,116.16585138421384,115.0270170080069,113.40806044693929,114.96314525067724,122.98208047619704,131.0124851258248,143.93747862985634,161.9,132.2,133.2737595202343,120.3,122.07208140526222,117.77499999999999,119.34651765581035,116.11999999999998,117.81160867896901,125.95,124.3095821118294,119.62345333338574,123.52581402343101,126.04585745766884,127.77722025403965,124.8781692907187,1972,126.0,99.01590427520841,117.0,89.72512562814069,91.63932348496256,93.73342025771494,98.59954216083835,109.33840285222351,117.61526200356991,117.47812634187015,115.92218480736696,113.0,118.5,118.30115564440105,119.66666666666667,119.42786295987155,118.5,118.41132488545963,120.0,119.59427361543698,118.7,118.55648879293666,119.22480382034996,118.43743093248928,120.23050882457909,120.4917164043824,121.90667575931369
17183,1984,128.0,122.9466420135991,90.0,102.12521957340033,103.13867197039562,104.33893276144444,107.43949492900913,115.658084852378,124.89616082619928,127.24978392201719,127.43549129598473,127.2,127.6,127.58469896036368,127.13333333333333,127.15240093466977,127.89999999999999,127.86562044730269,127.91999999999999,127.8861306392111,123.3,123.96243120100641,127.85079166830016,124.69528550233312,120.404581201221,119.04109451795372,120.3957451840717,1990,134.0,132.8710467179185,131.0,109.53041301627027,110.94607283025206,112.828959253265,117.35666969832162,127.81649047849328,136.62307467975242,138.5155317184597,140.40668045674244,142.6,140.3,140.3879809779088,137.73333333333335,137.95660138042032,136.70000000000002,136.93704039268172,136.36,136.64139221265128,135.8,136.02973612138797,136.9306557785745,136.3426208952159,134.516006791966,136.4071819710374,137.1416547193212,1989,131.0,131.27002840909108,82.0,109.6472750316856,111.1287787782655,112.89852010193869,117.44129634089083,128.7983109363573,138.49190083091148,140.0010258499546,141.5791493697685,144.1,140.05,140.2049230263177,139.36666666666667,139.51655400289195,138.525,138.69358651985846,139.42000000000002,139.35086930687345,138.73,138.76594273321408,139.34305605069824,138.8596417667759,138.93723119079988,140.8010457885753,140.1633239068575
17185,2000,141.0,126.14401663695753,123.0,131.38727959697735,132.36182936517005,133.6453824457265,136.5354070191053,141.88568468314622,142.73925192396393,136.00422153906976,131.57303936417412,131.0,145.55,143.64043100114364,144.03333333333333,142.86642203121892,147.72500000000002,146.34230226427235,148.90000000000003,147.44010808363998,150.43,149.0883182553191,145.77274844146265,147.31959719689647,137.74625018064185,140.86842900681938,144.38805196299612,1984,106.0,99.87232494333784,59.0,102.15654911838799,102.62057028084638,103.05508266467952,103.71910985357799,103.25756852770034,99.20768298703358,93.34066137361616,89.51081574425615,89.0,102.1,100.38073169175132,101.39999999999999,100.26912500919741,103.07499999999999,101.97741574222512,103.47999999999999,102.44974061637578,104.78,103.86880376947812,101.21353267345133,102.56600799097838,100.40022610892237,99.66312953304278,100.5727366138745,1976,103.0,85.88172477064245,86.0,82.05556946182726,83.529771423678,85.50301156265296,89.70926676952253,96.16441973890052,97.08573510019627,93.75260964006793,91.35559181551156,91.0,103.15,101.55541145456326,97.43333333333334,96.99553922480729,99.15,98.58899368126096,98.58000000000001,98.24275845966807,101.28,100.66449619827235,97.75098262337511,99.74861204649125,92.63217079701887,93.96480871704806,95.42908915301392
17187,1988,67.0,138.41131650669467,124.0,78.5621827411168,77.92784167415093,77.07006232126008,74.76843913319954,70.1505865540314,72.52545790510715,77.15021272248572,78.82516995481656,79.0,71.0,72.134382794006,69.0,70.22260909101122,73.0,73.17852969770426,71.36,71.8883611594059,65.83,67.71375700070008,72.59205319127027,69.71712144723591,72.4856286634663,66.19470144044665,63.38590710681111,1979,142.0,116.32479438800237,121.0,102.12035175879396,104.40345328452187,106.9078338063728,112.64150649733352,124.47147776857919,132.03191161491844,132.73242272169256,132.96079058074307,133.0,131.0,131.2835956985015,131.66666666666666,131.7435340985084,133.5,133.1950445323927,134.54000000000002,134.0427255224101,131.59,131.9875267485371,133.59974726269442,132.2805199333119,141.5312067961059,142.6584251444976,142.368128137239,1999,162.0,160.1446843853828,150.0,120.55694618272837,122.8383557471952,125.22762166527016,130.22946348153903,140.6189746982418,149.84881531748232,150.43717240561116,150.04349075437204,150.0,152.0,151.7164043014985,151.66666666666666,151.52443213742177,153.0,152.61970964466397,151.57999999999998,151.58497463949703,149.14000000000001,149.89561292179994,151.5060306777711,150.49116773205245,154.01974155203806,160.19327510490817,164.11853770092847
17189,2010,144.3,131.97273394495414,161.0,142.2605296343001,142.8944154189167,143.40806549190833,144.0615869245599,144.02929713746016,143.52779875306786,145.63661414466645,150.4117476122357,162.7,140.14999999999998,140.8418301075655,145.1,144.194126940268,146.25,145.13400037428218,139.28,140.52940438300774,143.35999999999999,143.11643008776446,141.54713567419645,142.98789747392428,143.37261561061527,147.0912338795435,151.54959683727276,1989,84.0,97.94204545454522,75.0,109.80404040404035,110.51577381487499,111.31096211164999,112.5924189453471,110.432337890878,99.2226064647692,96.26495070510649,96.82502454353398,99.0,95.0,95.12271930954599,103.0,100.77625596296116,101.25,99.96093093731346,102.6,101.05824121089267,108.35,105.73942228011626,99.5313031575401,102.71983478305964,112.05001715788221,106.48377919759994,99.79922816261373,2015,151.9,140.07328320802026,184.3,161.4394242803504,161.82837422156402,162.279022981582,162.57522569365585,159.83821197931653,155.12106043218935,155.56245921150864,157.43147284183635,162.2,153.45,153.71844848963184,155.06666666666666,154.80324410472596,153.175,153.55655260971957,152.42000000000002,152.989194891338,156.81,156.07383608791255,153.51807901987723,155.38147320961454,157.07778257130988,159.5106128768077,154.5596903062783
