fips_code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
01049,27.78333630343564,49.55792374122672,68.6379385659536,55.6519482231142,49.01244359444682,53.79716633997033,90.37766869117534,36.049819596147515,54.766589914520594,65.91131757799965,21.428430413623843,58.62900244020725,82.52000445393068,51.152397393510746,71.51310251544398,88.61231167147233,58.02476724907767,55.253432615920985,50.85070312654106,86.75543732324992,68.70687095986351,84.15396867103289,115.32738042807384,46.472768345830225,103.4025515274961,83.4157672118607,93.79423160870823,89.4763224897403,61.576778370749466,94.22603477418572,84.95452799728909,113.02391253484285,65.49611160032303,121.11117013166646,126.15809028004165,137.3831212732231,84.3851603760823,62.05759599912362,105.3327143271281,109.54983656397057,113.90715569517174,98.65770803821076,83.46086671877188,123.31244874121333,158.98948431390383,154.35217111693518,129.98630952323026
01077,40.78962926273546,45.27818322472331,43.3358364297625,54.25529416953286,43.30004230319667,37.432352253483124,67.15241359697968,43.345813074614924,46.663434159242954,64.14558339338674,41.89329221413821,53.64606717214831,78.29074132938588,36.39995931185277,67.45124244724953,82.99411118987635,74.21727390050306,47.889928576833384,47.23331091177833,87.77647534910155,50.936015346377616,72.2616196059335,107.0696682785386,69.46669973894276,89.51972502894252,84.09179590773105,82.74422769078939,86.97887379020105,52.65123742227206,114.50985481717285,88.61262558691392,134.16169968863508,95.07965411808875,138.23494895022515,138.02069402355335,128.5619278643437,82.48540078433187,99.15078512924478,121.8261654278746,124.02581203157527,138.68767897671677,111.22096002145784,55.9197222023095,144.30065500474703,170.8007379573051,146.38838681013402,132.88289954988647
01079,21.78815497923481,37.42687841997233,57.94905011976384,44.453362068008204,34.37645297175031,48.55033105329143,43.55553039483355,18.9913123011397,60.385566640090325,58.463224960188384,22.81883246312281,57.23703108386414,69.36725999391379,68.17561179702643,64.0522054858589,90.89416163137295,60.79094242588785,89.62564896240399,20.67222189928088,80.48853130242932,47.27633603120199,64.1861392020007,98.12521620150625,75.51119780570018,104.11377848814979,119.60110731638613,88.71111706407794,83.59781302777296,84.8876715700754,111.48598484310415,85.74937983469674,141.4080412484404,127.7585872802434,134.67976396629285,148.89598770864487,135.83212409991287,75.62597593233005,91.92745876965853,89.50870741914945,127.25076248653612,111.55386933384597,130.62746296177406,75.0868544168847,160.677387368462,192.50707903226237,166.08328293268613,112.89091301841763
01083,20.19744793458611,36.27551200266139,54.523745243971675,52.350303455192694,41.41432677992962,59.179196944959074,68.02089319393377,34.20924066417177,57.71943883645642,56.83334559064569,36.04561108693214,81.97954116696914,87.28340495076739,50.06548723392752,85.27651792971852,83.25972427113918,62.184222022956305,94.91505157313262,41.40518257914359,69.72142499845052,41.97348383560703,75.80534901345226,115.60670605640243,53.385165264520566,114.93801987981233,91.88363221201216,85.49769418816128,84.0542807200445,96.41024543590498,113.4306359771577,100.55505921062836,117.71069008673953,97.5508548978839,147.85217680551693,146.04354575714848,120.84866272498114,85.2586207611786,77.40310569946426,93.04902413340584,137.52731953226638,127.98735734969037,142.1349510731536,100.6020528676981,160.92440562566276,199.32221272602476,167.5278938540064,133.8396453121656
01089,27.73536455941234,52.39733952419798,66.45426127222592,56.16168752002921,53.785131165130146,57.10646069619354,65.93666159364176,32.58777889546158,71.138677683809,80.56282258372909,30.971486694587895,79.51626673831166,80.62245517841573,66.64270434942839,79.44958590868335,94.22433496744507,49.22045803850337,72.30137311065943,36.2224321872168,91.49344274835602,67.97752690825935,78.73427311650164,108.91448909318909,67.83347223915139,108.22264964358095,87.892758457273,98.60749708482443,89.085877982975,65.37286186154006,106.94440740042275,96.40059559314284,132.6397319690296,105.57097756880061,140.0748257969166,140.18480653453972,133.81413104179552,98.79576602085632,105.01467836778286,104.62320584937865,118.39024580058343,132.21950778132472,143.87569540786086,126.50421605127507,168.71168055531734,169.89922953976895,152.86775227763889,138.43650430624513
05021,60.00548204413267,56.16604920797603,55.98907164353097,57.33237184341964,49.54590009248147,69.36846448859113,90.5193553391684,82.01888549362837,67.6888324352365,85.77882669407118,41.350215736022164,84.13937922152704,105.59978443360666,91.19874569069398,123.19073284178849,131.37782196788834,114.59057318642483,131.27426700828386,119.22115838532056,137.83059887297057,109.66342934464794,121.07700035995408,154.06424238250668,103.62067382711275,137.07777780882157,139.70371797500036,137.45271086849925,128.3123390862042,99.07835842280093,149.6456876678237,147.76252136570983,159.93934817686858,133.21904824978503,161.2472980295951,158.8509912221882,132.49009975305162,152.36963434687885,195.90164019102303,169.78132973835477,168.3247715881772,160.5689978120364,143.51977351577005,173.3817758883336,195.8005640194845,184.6669333485263,178.1245620583155,175.24042371505016
05031,39.225522128041575,38.73027736484063,39.82529582478981,42.673211281045404,47.489332510341285,60.74561167209127,69.42723858661014,47.53918027103311,76.4681316552855,69.47682600827694,11.163372913587892,73.06554610043037,87.57774038170221,72.4033968014682,103.42521700608762,123.76812460595548,110.01412803691738,125.06632597615037,115.81826242340422,126.40132867625049,94.46600864811528,118.6386319569853,133.89084270329198,80.76952235785114,123.59430333746732,143.92542936193678,141.00517026043133,120.36837263533673,107.35780904583594,117.07989569572511,108.89643509493301,126.98769537358773,134.5116891302736,141.05381067710232,152.0628589629087,139.7953149339684,167.05661183275544,172.68138414420335,157.24183849250866,165.4643361199663,167.6158268367852,136.09956065211645,172.08225013854207,176.36977590759156,204.2234235620804,184.85971761089806,177.0768511768216
05055,39.92150878228239,44.67564775559622,46.32399363416028,37.41001932632524,44.74673193972853,49.970585306698965,52.84335878844939,70.38306658966407,75.70667685038565,64.39399985332031,23.415087122572828,81.86467110898106,91.16508631609236,72.07938747031761,87.18343859624875,114.88041944411178,91.712529133399,116.12753519388589,119.64124411219692,114.69707702351643,87.07618529564918,99.7396186785381,133.39717829883517,93.43049467244614,130.4738647332344,106.03791179352,117.8101523331835,124.33764280339737,89.87284214924323,105.38373373908408,137.4584911998708,139.31704713471282,127.91500033711057,148.8565960806872,153.11057903403406,133.5758372758068,137.02006304124322,151.67879107139555,148.09473940146353,148.98723205270736,149.65161400590378,147.72439896549915,172.1598516020507,177.5726113642737,172.0765697332647,174.55046436528772,167.72782735725932
05067,31.738815021316896,48.20649259445411,44.95693725995884,40.39468124708435,56.55549401892715,54.82932964502402,65.71045080519917,63.696875260507824,74.61154763628522,62.239959316571095,38.224068692541195,72.73745550850552,88.93909935752885,87.69495699338302,106.00442869051388,124.75207862993857,92.82616168473722,121.97592880371326,99.59913388611055,125.33253572624085,104.96097080910195,102.52374780211024,131.00606105802925,108.22250228728815,128.61282642671486,134.02997474563938,120.82975800384794,120.16574740198186,112.04862993570674,138.98423001140395,115.37279125165583,149.09532420364587,119.59725556567814,139.9306653603927,162.8873447816724,149.11771611646128,144.00245049812858,169.94550114855835,147.74787544719146,154.36487875252882,162.78879610250232,121.94538440329026,154.93980766392798,171.0477397797628,196.2828052231144,169.84984813986804,157.4089614994689
06067,107.90447002057097,113.71038336598882,118.49254199959502,115.99071985633805,117.79934594806008,115.82189635936295,108.43186714016913,127.90019892914478,127.57347688678222,131.71435294808416,123.05475009834686,147.1035817347789,137.4642731658055,124.48635510727998,150.37735837367234,136.82847737357122,150.4431501250163,157.0762458599842,143.540492041322,148.61591466313837,159.38611462026995,143.5882364955725,154.8295624250448,153.13125748388515,170.58276250823673,139.23921307522508,142.70738120985592,151.5274155730915,145.3116125647056,159.6314536594693,157.57113114150766,161.40380796383576,139.56492494374564,163.07219270695933,175.82161994686382,151.93472963044678,168.10646386476083,167.963137631489,167.7220707901352,170.90509171081064,179.41244855618666,180.6722467497959,199.44693034556823,175.3026051196646,161.35038973146067,171.9595926648296,187.92973028735184
