,0,1,2,3,4,5,6,7,8,9
0,47.32075951366962,50.740563025127734,71.16942228602147,72.85206421295064,86.61569105596689,94.32884230143318,101.62414763861156,104.32924576700051,109.44459066885939,154.81788114395692
1,26.270212335882256,38.6534228867879,40.723994560145464,52.51269880825093,52.90953675830812,63.32454532221971,72.06198203765723,78.62238054091513,81.76822649775711,84.15235689206929
2,24.681695358316453,27.255852601930837,36.62123205457174,38.6534228867879,55.69479334436538,69.52837435042369,71.16942228602147,78.12504464489406,86.30692212508792,88.38686907028953
3,24.681695358316453,37.4980238429187,40.89906727843766,47.32075951366962,56.99752477733445,57.226228964834284,63.32454532221971,74.97369629792776,77.31787985214967,112.35336348487053
4,28.45913412361918,30.835041531010045,31.514825478491453,31.813627420248075,32.360774772782236,38.59133812061164,43.36770607192512,44.30296725528226,44.412293659639836,47.788835796450094
5,25.705863311649395,27.656910337159815,27.920933979758953,44.27701454380864,47.87287154128102,52.98007654805169,53.35204567127724,54.83101225170627,59.36806332065487,64.78071532895385
6,20.047696891104216,27.920933979758953,33.153618531213105,37.09934689299339,38.61643888067921,39.17953138212472,40.39455994435191,42.647986559953026,43.591676952751925,45.38542731162987
7,19.03013076056082,19.359488717673845,34.00273760855493,36.83629806458912,39.03214292163596,42.692207292935315,44.59092349991804,45.326428476852556,46.43151977644851,56.56686311681562
8,17.821484958729837,20.240022401638733,30.254881624570807,32.75526444220203,36.343290638834446,37.77963352551715,39.03214292163596,41.606232220034066,42.96699392512251,46.732708409407316
9,26.784252460563497,27.935383708489656,29.146571954401768,32.21312735178789,36.849124049660446,38.600000095463024,39.86563368182121,40.992688377511335,43.69926226286852,46.732708409407316
10,18.956981060780354,20.171469287144717,26.784252460563497,27.67849024911541,32.59768432324692,35.59209603492884,37.77963352551715,49.21813464708956,49.80181105154369,51.68695848484027
11,21.605599637386344,28.79849902320903,31.64220136434006,32.360774772782236,39.17953138212472,41.435148697329,41.867677076141945,46.24941181774534,47.2100814257313,49.08925345637739
12,25.43773843054291,27.656910337159815,31.64220136434006,33.153618531213105,48.478660975221736,49.29442001862862,50.32576745876011,52.3411284069186,53.35838702475986,65.11845115342746
13,19.03013076056082,20.240022401638733,28.198762881525543,30.361029756267307,31.057821192090607,37.34522222162343,38.00433356435683,43.634915285415474,51.283841115687935,57.438162924775874
14,22.227699054173446,33.15548884065542,34.959049272277795,42.54058266123032,51.330704997489455,52.20201562571818,52.87107003330157,54.45556981065597,62.229266516228066,63.00460709562799
15,22.227699054173446,28.577406768764178,31.040808269450935,31.12575614411128,32.59768432324692,36.343290638834446,38.149204338373245,47.78582884079717,51.283841115687935,52.33359504318664
