,fips_code,longitude,latitude
713,51101,-77.0883980799,37.7066186541
714,51109,-77.9629710721,37.978200557
715,51119,-76.5697488367,37.6302763527
716,51127,-76.9971208358,37.5051438399
717,35041,-103.480048837,34.0211692362
718,35051,-107.192407082,33.1304961832
719,36009,-78.6788351243,42.2486061949
720,36013,-79.3663264225,42.2281581234
721,36017,-75.6115918477,42.4935043012
722,36019,-73.6781638378,44.7461799714
723,36031,-73.7726052588,44.1171891127
724,36091,-73.8638977431,43.1073798747
725,36105,-74.768117785,41.7164249516
726,36111,-74.2585573023,41.888141055
727,36119,-73.7560607797,41.1623173092
728,37007,-80.1026926817,34.9738137743
729,37019,-78.2376021424,34.0710887984
730,37021,-82.5301099728,35.6112111735
731,37029,-76.2063630212,36.3877056734
732,37031,-76.6588797538,34.8357310436
733,37039,-84.0634761389,35.1338736281
734,37049,-77.0938940961,35.1248657279
735,37053,-76.0059353302,36.4030805259
736,37055,-75.7979939504,35.7795372858
737,37059,-80.5444790324,35.9291064385
738,37075,-83.8334869449,35.3501668768
739,37079,-77.6757616343,35.4849985754
740,37089,-82.4800020522,35.3363465291
741,37099,-83.140807926,35.2874195298
742,37103,-77.3551686253,35.0217137791
743,37113,-83.4221573517,35.1504973556
744,37119,-80.8326236977,35.2464188241
745,37127,-77.9864276797,35.9672567007
746,37131,-77.3968614651,36.4177616162
747,37137,-76.7407002447,35.1434499965
748,37141,-77.9051033743,34.5248099697
749,37153,-79.7478243203,35.0059357847
750,37165,-79.4803930161,34.8409395184
751,37167,-80.2509845854,35.3119807136
752,37175,-82.798250743,35.2020884377
753,38019,-98.4648573232,48.7723418853
754,38035,-97.4569737538,47.9219103717
755,38059,-101.281168324,46.7160523148
756,54103,-80.6391151099,39.6052778048
757,54107,-81.5150328916,39.2111651991
758,55003,-90.6779464021,46.3160863895
759,55011,-91.7544554401,44.3798317984
760,55051,-90.2420627427,46.2622660238
761,55069,-89.7346004722,45.3374378055
762,55075,-88.0332879735,45.3829387892
763,55107,-91.133166935,45.4751460834
764,55111,-89.9482243542,43.4266673175
765,55121,-91.3584564416,44.3039652897
766,56003,-107.995194505,44.5267914038
767,56029,-109.588497393,44.5205742146
768,56033,-106.879399381,44.7900319847
769,01005,-85.3932085177,31.8695828188
770,01063,-87.9522079342,32.8531506258
771,01091,-87.7895379832,32.2476652479
772,01121,-86.1658862207,33.3800810572
773,02164,-156.184331877,58.6420611862
774,40077,-95.2503945182,34.8760884451
775,40087,-97.4442947006,35.0093312037
776,40125,-96.9483368295,35.206699781
777,40135,-94.7552037015,35.4953420172
778,40141,-98.9242112587,34.3728370633
779,40145,-95.521178788,35.9610915818
780,41005,-122.220864962,45.1880253906
781,41019,-123.166460467,43.2796899081
782,42005,-79.464528091,40.8123044018
783,42015,-76.5153863418,41.788697096
784,42033,-78.4741416925,41.0001666913
785,42035,-77.6381594785,41.2340531495
786,42043,-76.7794601426,40.415453471
787,42045,-75.3990855242,39.9166986681
788,42049,-80.0328162554,41.9925903443
789,42063,-79.0875471436,40.6520692477
790,42067,-77.4021812867,40.5310542725
791,42097,-76.7093355704,40.8520212509
792,42101,-75.1339840492,40.0076185317
793,42111,-79.028263993,39.9724684504
794,42125,-80.2482292056,40.1893919428
795,42127,-75.3032683877,41.648732753
796,44007,-71.5800453575,41.8721403394
797,45003,-81.6347537612,33.5443239874
798,45017,-80.7802970881,33.6748816656
799,45021,-81.6203529035,35.0481934981
800,45025,-80.1587412522,34.6397934088
801,45027,-80.216417966,33.6657932874
802,45031,-79.9576868543,34.3323641129
803,45041,-79.7028068574,34.024393123
804,45049,-81.1406953181,32.7762914238
805,45055,-80.5902309291,34.3387673284
806,45059,-82.0059431569,34.4835681667
807,45061,-80.254495705,34.1633231625
808,45065,-82.3098737541,33.8995768165
809,45069,-79.678620254,34.6019853287
810,45075,-80.8003076425,33.4389990275
811,45085,-80.3822553339,33.9162001319
812,45089,-79.7277195501,33.6199129936
813,46023,-98.5878969112,43.2079195157
814,46057,-97.188318056,44.6737602535
815,46137,-101.665807526,44.9804207143
816,47001,-84.1984588176,36.1184525522
817,47005,-88.0683043998,36.069789287
818,47013,-84.1494044631,36.4035255028
819,47019,-82.127436446,36.2927703312
820,47025,-83.6604193683,36.4858575927
821,47035,-84.9983695618,35.950375382
822,47053,-88.9326173403,35.9966083447
823,47057,-83.5096169744,36.2762546355
824,47059,-82.8458179865,36.1753442301
825,47063,-83.2666847377,36.2171354473
826,47081,-87.4733386488,35.8032319686
827,47091,-81.8517610492,36.4549399581
828,47097,-89.6314529415,35.7609869465
829,47107,-84.6174694575,35.42475194
830,47121,-84.8133891553,35.5128262676
831,47127,-86.3587343593,35.2846166676
832,47135,-87.8589490323,35.6426347416
833,47141,-85.495188034,36.1408232259
834,47145,-84.5232404957,35.8478586156
835,47155,-83.5241817758,35.7846336608
836,47159,-85.9567374199,36.250512743
837,47165,-86.4603753449,36.4693749018
838,47183,-88.7178021047,36.2982594694
839,47185,-85.4551986269,35.926360183
840,48003,-102.637737443,32.3050303065
841,48005,-94.6118541802,31.2547725335
842,48023,-99.2135272762,33.6165151585
843,48029,-98.5200039278,29.448940662
844,48039,-95.4519195788,29.1896577394
845,48043,-103.25173972,29.8119395295
846,48053,-98.182447022,30.7883408117
847,48057,-96.6020082544,28.5066569917
848,48063,-94.9785185153,32.973215139
849,48067,-94.3435442353,33.0775359674
850,48083,-99.4536344863,31.773207734
851,48091,-98.2782745874,29.8081884482
852,48105,-101.412049278,30.7230892864
853,48125,-100.778911152,33.6164593693
854,48173,-101.520779886,31.869474774
855,48187,-97.948577919,29.5830588841
856,48199,-94.3902126899,30.3323835602
857,48213,-95.8535919806,32.2118961629
858,48223,-95.563949903,33.149558561
859,48227,-101.435586176,32.3061638803
860,48241,-94.0251046874,30.7439967851
861,48245,-94.1629298831,29.8840518179
862,48267,-99.7486881055,30.4867974385
863,48289,-95.9956957047,31.2965041556
864,48301,-103.580010404,31.8492747727
865,48315,-94.3571735501,32.7979864546
866,48319,-99.2261450156,30.7177244394
867,48323,-100.314479756,28.7424736753
868,48339,-95.5030095438,30.3001893404
869,48347,-94.615858747,31.6159830321
870,48349,-96.472474798,32.0469259848
871,48373,-94.8300403604,30.792690764
872,48383,-101.523098147,31.3662124037
873,48387,-95.0502741463,33.6207521446
874,48391,-97.1656249815,28.3252600241
875,48401,-94.7618814333,32.1077229949
876,48403,-93.8517182486,31.343226989
877,54019,-81.0811567976,38.0287732139
878,54045,-81.9353314459,37.8315326173
879,16015,-115.730364762,43.989129953
880,48001,-95.6525381926,31.8133181983
881,48157,-95.7708905349,29.5275016598
882,48345,-100.779811883,34.0740609075
883,01009,-86.5673785734,33.9808717983
884,01033,-87.8049284831,34.7004701916
885,01087,-85.6926525256,32.3859589621
886,05039,-92.6544439721,33.9698110494
887,05103,-92.8819361135,33.5933572911
888,06005,-120.65108986,38.4463901327
889,06027,-117.41072969,36.5111049103
890,08019,-105.644402336,39.6891797833
891,12055,-81.3410517261,27.3433219501
892,12117,-81.236298337,28.7169743097
893,13075,-83.4304631367,31.1539939717
894,13311,-83.7471094979,34.6463815982
895,16039,-115.469296482,43.3539566119
896,16077,-112.840680075,42.6936624885
897,17047,-88.0532792858,38.4165434013
898,01115,-86.314704406,33.7156929127
899,02195,-132.931711077,57.1178793926
900,05121,-91.0277091672,36.3414611983
901,06013,-121.927925963,37.9191620772
902,06059,-117.761078799,33.7029738686
903,06107,-118.800484109,36.2201626067
904,08027,-105.367514024,38.1086876222
905,08071,-104.038739969,37.3157938919
906,12113,-87.0219775994,30.7004416749
907,12129,-84.4006618262,30.1673244857
908,13021,-83.6974066765,32.8064938664
909,51133,-76.4196572288,37.8876359508
910,51147,-78.4410740245,37.2242943413
911,51155,-80.7143396511,37.0636188806
912,51159,-76.7268653159,37.9433839124
913,51175,-77.1060973121,36.720427867
914,51179,-77.4580447284,38.4206927572
915,51185,-81.5606589039,37.1249448092
916,51191,-81.9596767473,36.7244684836
917,51195,-82.6212526452,36.9752526225
918,51610,-77.1750821388,38.8846423084
919,51830,-76.7075314409,37.2691047184
920,53049,-123.704130379,46.5556863539
921,53053,-122.104557933,47.0240900715
922,53073,-121.719892047,48.8259086485
923,53075,-117.523036917,46.9011754736
924,54011,-82.2417117202,38.4203054928
925,54021,-80.8570565178,38.9240484853
926,54025,-80.4529885493,37.9469256937
927,54031,-78.8579489517,39.0075346912
928,54043,-82.0703922353,38.1753494383
929,54059,-82.1346357968,37.726454644
930,54063,-80.5504986344,37.5603835116
931,54065,-78.2577995319,39.5604396762
932,54083,-79.8757955284,38.7747298226
933,54087,-81.3483518653,38.7140184406
934,54093,-79.5649852412,39.1135928335
935,12039,-84.6136238735,30.5794775079
936,19045,-90.5319798038,41.8980293786
937,21187,-84.8281047029,38.5196630444
938,39159,-83.3715668663,40.2994107038
939,27129,-94.9471198026,44.7268138834
940,34009,-74.80020301,39.1489976482
941,36115,-73.4307521395,43.3137130489
942,37087,-82.9821905314,35.5560393774
943,38055,-101.321858239,47.6069619815
944,42091,-75.3672791835,40.2108279391
945,45035,-80.405554889,33.0794921686
946,46029,-97.1886221816,44.9778553691
947,47117,-86.7650098127,35.4688596327
948,51111,-78.2405599621,36.9462215754
949,51199,-76.5635281333,37.2431135722
950,01023,-88.2631796882,32.0197715799
951,01043,-86.8675776415,34.1319435766
952,02282,-140.349222518,59.8881243438
953,05007,-94.256198569,36.3387236824
954,05025,-92.1851859276,33.8983674553
955,06003,-119.82066694,38.5971988145
956,06015,-123.897256484,41.7431357723
957,06025,-115.365351151,33.0395120734
958,06039,-119.762675301,37.2179792555
959,06069,-121.074961697,36.6056828022
960,06087,-122.001830002,37.0561789078
961,08005,-104.339231666,39.6497539345
962,08035,-104.929559068,39.3297064426
963,10003,-75.6526913708,39.5768286347
964,12075,-82.7435544363,29.3184268041
965,12131,-86.1696913735,30.643580538
966,13019,-83.229639625,31.2759825351
967,13039,-81.6699828516,30.9305659408
968,13105,-82.8401462911,34.1167927452
969,13135,-84.0235976334,33.9617288006
970,13163,-82.4181836643,33.0548604242
971,13251,-81.6119413965,32.7506068972
972,13283,-82.56728464,32.4038746838
973,13317,-82.7432000175,33.7819468198
974,16027,-116.709305041,43.6251270753
975,16037,-114.281711504,44.2411749158
976,18017,-86.3459835919,40.7615358844
977,18159,-86.0518514685,40.3113443151
978,20069,-100.437883601,37.7381820276
979,20101,-100.466424007,38.481331773
980,21025,-83.3240636457,37.5216157982
981,21079,-84.5376628675,37.6395980022
982,21229,-85.1747740694,37.7533745031
983,21239,-84.7435838279,38.0423799754
984,22009,-92.0013845906,31.0762374996
985,22021,-92.1165600291,32.0923047019
986,22031,-93.7372448458,32.0554350928
987,22053,-92.8141298833,30.267713192
988,22075,-89.6096838345,29.4405280927
989,22103,-89.9583052758,30.4102381705
990,24001,-78.6989780704,39.6214567626
991,24033,-76.8472802404,38.8295259502
992,26135,-84.1297507202,44.6817410871
993,28145,-89.0038626628,34.490478285
994,29013,-94.3400254751,38.2572590367
995,30005,-108.95857711,48.4327131648
996,30063,-113.92371868,47.0365215437
997,30075,-105.630188553,45.3950440475
998,31185,-97.5971180848,40.8727425065
999,33015,-71.1253708588,42.9875753746
1000,34007,-74.9597520298,39.8035176578
1001,35021,-103.820268169,35.8579207857
1002,36047,-73.938528431,40.6395378661
1003,36071,-74.3055436049,41.4021331586
1004,37013,-76.8597783036,35.4940024312
1005,37015,-76.9786667893,36.0661672031
1006,37043,-83.7501730474,35.0572174299
1007,37129,-77.8846054641,34.2327215606
1008,37159,-80.5247870702,35.639475725
1009,38053,-103.395277552,47.7401739745
1010,39167,-81.4952866611,39.4553164404
1011,40043,-99.0079093667,35.9876832333
1012,40055,-99.5608188628,34.9357053032
1013,40113,-96.3984948234,36.6291678786
1014,41017,-121.228116198,43.9150634842
1015,41051,-122.414719718,45.5467952716
1016,42051,-79.6473475729,39.9198901804
1017,42129,-79.4669674663,40.3107228881
1018,45013,-80.7301800621,32.3855527684
1019,45043,-79.3324004995,33.4342485041
1020,46041,-100.871848029,45.1566332074
1021,46127,-96.6560265858,42.8325750305
1022,47079,-88.3012792821,36.3317809727
1023,47105,-84.3118681727,35.7347864399
1024,47163,-82.3041869935,36.5129129535
1025,48009,-98.687639965,33.6152200178
1026,48035,-97.6343248882,31.9003830045
1027,48089,-96.5262669664,29.6208219031
1028,48201,-95.3936030206,29.8577483473
1029,48229,-105.386468639,31.4562345911
1030,48287,-96.9656936068,30.3106541465
1031,48405,-94.1681886554,31.394220504
1032,48457,-94.3765980227,30.7712310102
1033,49005,-111.743587303,41.7224222919
1034,49017,-111.443099481,37.8548885978
1035,49033,-111.244486834,41.6322178956
1036,51003,-78.5565461631,38.0229144375
1037,51033,-77.3469733827,38.0268319908
1038,51059,-77.2769887319,38.8368623621
1039,51087,-77.405824061,37.5379952788
1040,51113,-78.2792460089,38.4137096162
1041,51141,-80.2843969651,36.6783122435
1042,51167,-82.0956317472,36.9337671401
1043,53007,-120.618971517,47.8692206009
1044,53019,-118.516596784,48.470291284
1045,53031,-123.595266166,47.748884926
1046,53043,-118.418750464,47.5762528267
1047,54017,-80.7069721445,39.2691746568
1048,54047,-81.6536057639,37.3784573647
1049,54099,-82.4269684408,38.1460029151
1050,72053,-65.6673568474,18.3184706649
1051,72147,-65.4390949775,18.1226624071
1052,01035,-86.9936735381,31.4292339095
1053,02110,-134.177613686,58.4565981121
1054,05063,-91.5697086705,35.7415726245
1055,06001,-121.888754211,37.6469548035
1056,06079,-120.404513485,35.3870812945
1057,08095,-102.357602027,40.5939727677
1058,13183,-81.7456963132,31.752554333
1059,13301,-82.6767509667,33.4089459829
1060,20001,-95.3013763618,37.8857114107
1061,21165,-83.5988648009,37.9413865595
1062,22043,-92.5595041208,31.5996976122
1063,24013,-77.0225460449,39.5628832918
1064,30013,-111.347040929,47.3079568647
1065,37057,-80.2127447883,35.7933551166
1066,41049,-119.584359445,45.4189411663
1067,42089,-75.3394629218,41.0580549522
1068,45073,-83.065833667,34.7534712552
1069,48041,-96.3023885913,30.6608060929
1070,49023,-112.784823296,39.7027342103
1071,51051,-82.3503969035,37.1257488647
1072,54057,-78.9438249959,39.4146594843
1073,05091,-93.8915524873,33.312092564
1074,06065,-115.993815675,33.7436492926
1075,02100,-135.50255892,59.1179910243
1076,23025,-69.9589030019,45.5139106922
1077,51077,-81.2250233426,36.656615846
1078,51105,-83.1284825236,36.7054264631
1079,51139,-78.4841296662,38.619983441
1080,51690,-79.8636213657,36.6826522052
1081,53065,-117.855159701,48.3990998938
1082,01011,-85.7156817704,32.1005283481
1083,01013,-86.6802981263,31.752411886
1084,18027,-87.0720404433,38.7024389303
1085,18095,-85.7193593087,40.1616181689
1086,19111,-91.4792586095,40.6419976644
1087,21011,-83.7426769997,38.1449524105
1088,21069,-83.6966554288,38.3701195501
1089,21127,-82.7347351486,38.0678719877
1090,22033,-91.0956016462,30.5382511476
1091,13149,-85.1283360823,33.2970394185
1092,16029,-111.562260354,42.7705317783
1093,16087,-116.784736282,44.4524238196
1094,17129,-89.8021864628,40.0273897024
1095,18107,-86.893309213,40.0403875217
1096,18125,-87.2321542223,38.3987927605
1097,20081,-100.871190437,37.5622305692
1098,20161,-96.7351798756,39.2964712523
1099,21121,-83.8540421807,36.8906476684
1100,21209,-84.5839152098,38.2915537656
1101,22001,-92.4119869936,30.2905399668
1102,22017,-93.8823310133,32.580071891
1103,22039,-92.4059010018,30.7289463734
1104,22087,-89.5551532021,29.8692554294
1105,22127,-92.6366749672,31.9442679179
1106,24017,-76.9921624216,38.5072941076
1107,25011,-72.5918300638,42.5830906262
1108,26115,-83.5374546774,41.9287097697
1109,27127,-95.2538387216,44.4036573565
1110,27167,-96.4683277524,46.3570608139
1111,28159,-89.0344146472,33.0885037274
1112,29031,-89.684465544,37.3840293423
1113,30057,-111.920265725,45.3006891607
1114,31077,-98.5212160807,41.5674361164
1115,34013,-74.2470076777,40.7872182163
1116,35007,-104.646838626,36.6061386032
1117,36029,-78.7323150959,42.7639525926
1118,36043,-74.9625238193,43.4197096873
1119,36061,-73.9674982455,40.7781641945
1120,37037,-79.2552946024,35.7025746165
1121,37085,-78.8694154722,35.3686320571
1122,37125,-79.4813761716,35.3106401626
1123,38095,-99.2457734435,48.6855463696
1124,41023,-119.007310385,44.4915315252
1125,42027,-77.8199551444,40.9193114883
1126,42115,-75.800702762,41.8213762362
1127,45057,-80.7054267254,34.6866941382
1128,46055,-101.539949278,44.2944686985
1129,46085,-99.84737217,43.8958228996
1130,46123,-99.8839590828,43.3459294728
1131,47119,-87.0770215528,35.6169381472
1132,47157,-89.8955467632,35.1839870289
1133,48055,-97.6199898375,29.8370978945
1134,48103,-102.515592454,31.428618479
1135,48239,-96.577633577,28.9542309971
1136,48371,-102.723530878,30.7810135871
1137,48419,-94.1449608967,31.7924180294
1138,48503,-98.6877349161,33.1766226943
1139,50017,-72.3768040634,44.0056623862
1140,51036,-77.0622193612,37.3567156987
1141,51083,-78.9366185545,36.7668938084
1142,51181,-76.9001949818,37.1098353167
1143,53021,-118.898940225,46.5347195156
1144,53041,-122.392670559,46.5777734609
1145,54003,-78.0275149162,39.4640682998
1146,54041,-80.5021726215,38.9958669965
1147,55023,-90.931043528,43.23947064
1148,60020,-169.506020386,-14.2217690008
1149,69110,145.753597954,15.188912485
1150,72037,-65.6644657063,18.2517237701
1151,05101,-93.2178666835,35.9199720242
1152,06047,-120.71765368,37.1918902996
1153,06077,-121.271397793,37.9347563402
1154,06105,-123.112639641,40.6507018315
1155,01065,-87.6291460779,32.7626636307
1156,01119,-88.1988460793,32.5910550832
1157,02070,-158.212986103,59.7997780848
1158,04015,-113.757953149,35.7040977761
1159,05017,-91.2939779652,33.2672117895
1160,22091,-90.7103405797,30.8219902916
1161,23017,-70.7566057892,44.4998716851
1162,24045,-75.6207805281,38.3732909128
1163,25023,-70.8114090341,41.9511612489
1164,26055,-85.560475799,44.6687551379
1165,08107,-106.991253373,40.4851436267
1166,09007,-72.5351442647,41.4631862076
1167,12069,-81.7112532824,28.7615442868
1168,12095,-81.3235170651,28.514427195
1169,13031,-81.7431841931,32.3968078366
1170,13121,-84.4669960637,33.7902745179
1171,13179,-81.4947302708,31.8280902125
1172,13265,-82.878764043,33.5661367859
1173,13319,-83.1712391068,32.8023806574
1174,16059,-113.933286704,44.9433039659
1175,16085,-115.566347172,44.7665921695
1176,17161,-90.5673783299,41.4673185826
1177,18073,-87.11612383,41.0229819673
1178,19069,-93.2624699852,42.7325436827
1179,20067,-101.308027671,37.5622596783
1180,21013,-83.6740827644,36.7306459995
1181,21139,-88.3537204689,37.20962607
1182,22055,-92.0638649304,30.2067497126
1183,39175,-83.3043760972,40.8423792179
1184,40027,-97.3264187057,35.2030436713
1185,27077,-94.9050223571,48.7705263147
1186,27107,-96.4552909014,47.326462254
1187,27139,-93.5359091673,44.6484606338
1188,28001,-91.3535406528,31.482889925
1189,28029,-90.4487758964,31.8692518193
1190,28055,-90.9891863485,32.7414093311
1191,28087,-88.4433147892,33.4729408561
1192,29201,-89.5685220779,37.0530421299
1193,30001,-112.899088591,45.1328349166
1194,30027,-109.224482226,47.2636068686
1195,30055,-105.795417769,47.6452093464
1196,30089,-115.133234217,47.6747961664
1197,30093,-112.656730911,45.9024016272
1198,34023,-74.4116974476,40.4391553073
1199,35061,-106.808986919,34.7155003335
1200,37093,-79.2372676066,35.0175382487
1201,37117,-77.1092435715,35.8432107664
1202,37177,-76.208952583,35.8172054145
1203,38005,-99.3660088521,48.0693822286
1204,40067,-97.8358728653,34.1110350742
1205,40101,-95.3795890434,35.616148414
1206,41001,-117.675302756,44.7091520907
1207,42029,-75.7484358439,39.9730621716
1208,42103,-75.0338332642,41.3319922034
1209,42131,-76.0165962986,41.5183636601
1210,45015,-79.9509944955,33.1976792392
1211,45045,-82.3707114021,34.8943779313
1212,45071,-81.600129875,34.2898129127
1213,47009,-83.9255270282,35.6872287326
1214,47093,-83.937093166,35.9932187367
1215,47151,-84.5034887544,36.428500095
1216,48107,-101.299986628,33.614664937
1217,48203,-94.3714684595,32.5481384812
1218,48261,-97.7017362299,26.9285448615
1219,48313,-95.9284231039,30.965545938
1220,48343,-94.7326377778,33.1134666275
1221,48427,-98.7386838998,26.5620969393
1222,48455,-95.1354987145,31.0888364123
1223,49049,-111.670267297,40.1199121366
1224,51019,-79.5242015866,37.3151642401
1225,17197,-87.978555964,41.4450215034
1226,26153,-86.1996239938,46.1965479469
1227,35057,-105.850813486,34.6404607462
1228,53029,-122.548070985,48.1630054264
1229,01021,-86.7187989372,32.8478638283
1230,01027,-85.8605784727,33.26902432
1231,01031,-85.9881546234,31.4026464086
1232,22107,-91.3400989542,32.0017093549
1233,23029,-67.6287904843,45.0306366135
1234,25021,-71.2111051238,42.1606873711
1235,27103,-94.2473919946,44.349888136
1236,29029,-92.766047992,38.0270327632
1237,29197,-92.5209816841,40.4702684452
1238,30039,-113.44036511,46.4044831055
1239,30097,-109.941044839,45.8138345601
1240,32003,-115.013536968,36.2152378177
1241,34003,-74.0742312175,40.9596237601
1242,35017,-108.382410607,32.7389166259
1243,36113,-73.8460167286,43.5609668158
1244,37051,-78.8275591215,35.0486186951
1245,37111,-82.0493098686,35.6817099534
1246,37173,-83.4926378206,35.4867848853
1247,38037,-101.639714736,46.3582860889
1248,38099,-97.7213442428,48.3694660918
1249,40075,-98.9808542409,34.9163531371
1250,40143,-95.9414691071,36.1210848133
1251,41031,-121.17624177,44.6294371902
1252,41055,-120.689363503,45.4052377479
1253,42031,-79.4209698733,41.1923997538
1254,44009,-71.6225965712,41.4697340454
1255,45063,-81.2722010511,33.9023228166
1256,46093,-102.716859736,44.5668153426
1257,47037,-86.7849007143,36.1694656379
1258,48025,-97.7411666208,28.4173713669
1259,48133,-98.8323092591,32.3270751932
1260,48389,-103.692986914,31.3230278904
1261,49007,-110.588742774,39.6481127165
1262,51009,-79.1451107718,37.6047718079
1263,51069,-78.2625843213,39.2045590807
1264,53009,-123.927997388,48.0493223699
1265,53035,-122.671722969,47.6131650743
1266,53077,-120.738447286,46.4570785062
1267,56039,-110.589746892,43.9347698145
1268,66010,144.774147985,13.4437598173
1269,72151,-65.8963125241,18.0704721663
1270,05057,-93.6684777976,33.7353234737
1271,05099,-93.3071949741,33.6639574904
1272,06067,-121.344241835,38.4493131973
1273,06109,-119.954755153,38.027588397
1274,08029,-107.862902263,38.8613549735
1275,01047,-87.1064671742,32.3259699783
1276,01085,-86.6500981846,32.1547478858
1277,02158,-163.38126355,62.1554249669
1278,04005,-111.770500189,35.8387402698
1279,05021,-90.4175494753,36.368263491
1280,22111,-92.3747908842,32.8318448423
1281,23021,-69.2845941312,45.8373456067
1282,24029,-76.0399298826,39.25453712
1283,26029,-85.1263302792,45.302145307
1284,08059,-105.250477663,39.5864254522
1285,08097,-106.916600666,39.2170866368
1286,12027,-81.8094133996,27.1863570895
1287,13009,-83.249555871,33.0692652528
1288,13123,-84.4556343108,34.6911892721
1289,13241,-83.4020728726,34.8817353408
1290,13279,-82.3312159166,32.1216124251
1291,13313,-84.967207881,34.8056101211
1292,18065,-85.3964191,39.9310639803
1293,18147,-87.0077110259,38.0141865059
1294,19151,-94.6787442927,42.7341644944
1295,21067,-84.4587198252,38.0423172142
1296,21101,-87.5730269008,37.7959585131
1297,21177,-87.1420326666,37.21579072
1298,21217,-85.3279362299,37.3664678929
1299,22051,-90.1273927496,29.7871742523
1300,26109,-87.5566249535,45.5800719673
1301,27023,-95.5666925171,45.0223324034
1302,27061,-93.6319738632,47.5095093594
1303,28049,-90.4428484216,32.2667068956
1304,29085,-93.3207422907,37.9408074395
1305,30059,-110.885712103,46.5982304595
1306,30105,-106.667459493,48.3652663631
1307,31075,-101.740543698,41.914970701
1308,32001,-118.335798406,39.5808897747
1309,37083,-77.6517097117,36.2574455879
1310,37123,-79.9054842958,35.3324684185
1311,37161,-81.9198219275,35.4025603083
1312,38043,-99.780092442,46.9801471403
1313,55037,-88.3981414636,45.8484796583
1314,56013,-108.630458754,43.040542586
1315,01041,-86.3135743579,31.731531607
1316,40095,-96.7691260568,34.0244419756
1317,41015,-124.156781615,42.4576432362
1318,42059,-80.2229221496,39.8538351307
1319,45007,-82.6378874503,34.5190982666
1320,45051,-78.9965610723,33.9214182014
1321,45083,-81.9906791878,34.9312602334
1322,47029,-83.121182688,35.9254377618
1323,47073,-82.9446679681,36.4411762618
1324,47149,-86.4167317645,35.8427166306
1325,47189,-86.2977243302,36.1548570516
1326,48037,-94.4233665672,33.4457819952
1327,48333,-98.595444214,31.495200659
1328,48377,-104.240510993,29.9997591275
1329,48411,-98.8175865962,31.1552025854
1330,48451,-100.46212486,31.4044487084
1331,51057,-76.9514522391,37.9434168575
1332,51095,-76.7787083615,37.328786537
1333,51143,-79.3971040318,36.8213025417
1334,53045,-123.192724248,47.3483947153
1335,54001,-80.0030094368,39.1329519586
1336,54039,-81.5280918434,38.3365580024
1337,22067,-91.8017876016,32.8202159763
1338,30061,-114.998463272,47.14729732
1339,47033,-89.1395148039,35.8135408927
1340,54005,-81.7112103587,38.0229906256
1341,08033,-108.51738042,37.751705906
1342,12119,-82.0809662416,28.7047467407
1343,21141,-86.878919194,36.8596852301
1344,22083,-91.7634849032,32.4177981118
1345,27089,-96.3685135326,48.3581192758
1346,30033,-106.992886019,47.277623048
1347,37101,-78.3657089518,35.517823795
1348,41065,-121.167842633,45.1600078094
1349,45067,-79.3624946636,34.080082917
1350,48119,-95.6723399228,33.3862762646
1351,48311,-98.5678541954,28.3526830503
1352,53067,-122.833185748,46.9257720704
1353,72127,-66.0632781458,18.3907672229
1354,05043,-91.7199972712,33.5894444479
1355,05049,-91.8182162921,36.3816619097
1356,01015,-85.8260299723,33.7714301293
1357,01019,-85.6037958117,34.175919529
1358,05053,-92.4236108161,34.2899991953
1359,05083,-93.7163245508,35.2152718631
1360,01037,-86.2476526014,32.9362433202
1361,01039,-86.4512724782,31.2484928406
1362,01107,-88.0887511256,33.2807946373
1363,01053,-87.1615788427,31.1261359704
1364,01067,-85.2414139299,31.5147041651
1365,01077,-87.65400978,34.9014067395
1366,01111,-85.4591287429,33.2937847816
1367,01125,-87.5251102891,33.2895720172
1368,02013,-161.981867407,55.3665729222
1369,02130,-130.929150774,55.5853611203
1370,02220,-135.315230854,57.2404869049
1371,04027,-113.905585749,32.7694251765
1372,05005,-92.3369470559,36.2872081353
1373,05009,-93.0915332632,36.3085902739
1374,08047,-105.522516094,39.8575621017
1375,08101,-104.512706048,38.1735089751
1376,08105,-106.38322986,37.5825194298
1377,08121,-103.201247487,39.9710161513
1378,12101,-82.3932006515,28.3090951422
1379,12115,-82.3315015404,27.1844666653
1380,12133,-85.6653323881,30.6106012737
1381,05097,-93.659418948,34.5389247411
1382,05127,-94.0632378929,34.8607743051
1383,05137,-92.1567016706,35.8598768615
1384,05149,-93.4112388697,35.0026032702
1385,06021,-122.391998462,39.5982018224
1386,06029,-118.729914995,35.3428639593
1387,06035,-120.594315373,40.6735890791
1388,06049,-120.724946465,41.5898472711
1389,06063,-120.838536654,40.0046332661
1390,06093,-122.54036528,41.5926393579
1391,06103,-122.234060164,40.1256262601
1392,08001,-104.337771968,39.8736283012
1393,08011,-103.071723141,37.9550959123
1394,08014,-105.052670373,39.9541358505
1395,08077,-108.466434131,39.0182971479
1396,09003,-72.7328745087,41.8064010677
1397,12005,-85.6202469115,30.265216179
1398,12035,-81.3135577654,29.4614334971
1399,12065,-83.8952820447,30.4375032284
1400,12081,-82.3153216635,27.4719117617
1401,12087,-81.1106433559,25.3156207788
1402,13119,-83.2291479223,34.3754655411
1403,13129,-84.8757017122,34.50335674
1404,13003,-82.8800690428,31.2971339318
1405,13015,-84.8404881832,34.237851012
