,fips_code,longitude,latitude
330,48007,-96.9933941289,28.1248676566
331,48033,-101.431717442,32.7436398777
332,48051,-96.6214419191,30.4924728483
333,48075,-100.20761598,34.5291436852
334,48135,-102.54288059,31.8691862967
335,48139,-96.7945053273,32.3484256731
336,48141,-106.234836959,31.7685731658
337,48161,-96.1490835805,31.7049044689
338,48167,-94.9628762536,29.3930922227
339,13171,-84.1394712249,33.0765355158
340,13181,-82.451149727,33.7936436894
341,13185,-83.2677302608,30.8338134647
342,13189,-82.4813683871,33.4828581525
343,13191,-81.4084687813,31.4966593905
344,13195,-83.2090361509,34.1277848035
345,13213,-84.7480710676,34.7884346866
346,13217,-83.8501868923,33.5550349926
347,13221,-83.0807123808,33.8806676857
348,13237,-83.3727937605,33.3217666667
349,13245,-82.0735086244,33.359595867
350,13261,-84.1969884331,32.0399419873
351,13269,-84.2504733562,32.5554730469
352,13271,-82.9390120766,31.9298050517
353,13289,-83.427076006,32.6671994825
354,13303,-82.7959310078,32.9695332772
355,13305,-81.9167385912,31.5514628171
356,13309,-82.7245801842,32.1170525765
357,13315,-83.4323196688,31.9728768699
358,15001,-155.518493482,19.5987208328
359,15003,-158.10533418,21.5007853613
360,15007,-159.596348782,22.039625368
361,16007,-111.329655365,42.2847498082
362,16069,-116.750237089,46.326810711
363,16073,-116.169920448,42.5814872196
364,16079,-115.892458555,47.3529682074
365,16083,-114.667130753,42.3559819493
366,17031,-87.8167098897,41.8400313759
367,51017,-79.7410956092,38.0587109671
368,51023,-79.8123469748,37.5571302729
369,51027,-82.0360627967,37.2666257849
370,51041,-77.5869624259,37.3785337743
371,51047,-77.9558913502,38.4860613592
372,51063,-80.3625510174,36.9316368418
373,51073,-76.5434350356,37.4159598484
374,51093,-76.7258346751,36.8912908066
375,51097,-76.8952696744,37.7186321489
376,51103,-76.4632197979,37.7345210512
377,51107,-77.6357370552,39.0906594845
378,51121,-80.3869985541,37.1742426164
379,51153,-77.4810299749,38.7030143194
380,51161,-80.0678791256,37.2692547937
381,51171,-78.5708322649,38.8583194218
382,51685,-77.4447562977,38.7717278549
383,53005,-119.511212802,46.2398045853
384,53011,-122.482520048,45.779209277
385,53015,-122.681000616,46.1932415059
386,53017,-119.691794326,47.7361037396
387,53025,-119.451767874,47.2056658982
388,53027,-123.773498145,47.1502363332
389,53033,-121.805231576,47.4902443378
390,53037,-120.6798788,47.1243997958
391,53047,-119.740844766,48.548792184
392,53061,-121.697498577,48.0474720224
393,53071,-118.478440277,46.2297730635
394,54007,-80.7192532719,38.6998541989
395,54023,-79.1955954333,39.1051360552
396,54033,-80.3798594906,39.2835416592
397,54067,-80.7993433766,38.291693376
398,54071,-79.3508925264,38.6807481218
399,54075,-80.007786033,38.3317832603
400,54081,-81.2486538725,37.7713611221
401,54095,-80.8848383388,39.4652754414
402,54109,-81.5491931784,37.6096093144
403,55007,-91.2007887606,46.5237618914
404,55029,-87.3135039116,44.947299532
405,55043,-90.7062047318,42.8674795825
406,55057,-90.1137725676,43.9245925772
407,56011,-104.569933644,44.58849734
408,56035,-109.914709735,42.7668987998
409,60010,-170.658742845,-14.2743481609
410,60040,-171.078173898,-11.0549669876
411,60050,-170.768190055,-14.3235260266
412,69100,145.214496806,14.1573314324
413,72023,-67.1549140713,18.04124094
414,72031,-65.9570430071,18.3752165323
415,72039,-66.516462521,18.2890420159
416,72065,-66.7964717957,18.4106897447
417,72097,-67.329720317,18.1759380491
418,72113,-66.6140673955,18.0596754839
419,72135,-66.2464190728,18.3625345138
420,72141,-66.7024741194,18.2710140508
421,78010,-64.7676710558,17.7331372799
422,78020,-64.7393574167,18.3387608542
423,05061,-93.9934827473,34.0887703453
424,05067,-91.2145519535,35.5992740531
425,05075,-91.1070869124,36.0412554207
426,05081,-94.2343465831,33.7005114478
427,05085,-91.8886634179,34.7542783266
428,05095,-91.2038940333,34.6778310308
429,05109,-93.6564754404,34.1636645052
430,05119,-92.3117727997,34.7699310972
431,05133,-94.2411775742,33.9971753657
432,05139,-92.5972678946,33.1713016807
433,05147,-91.2430612556,35.186321003
434,06041,-122.723415557,38.0733855563
435,06043,-119.905425197,37.5815081373
436,06051,-118.886841736,37.9390868327
437,06055,-122.330518064,38.5064851231
438,06057,-120.768450229,39.3013691487
439,06061,-120.717547382,39.0634630963
440,06071,-116.178407618,34.8413809958
441,06081,-122.329011233,37.4228927442
442,06085,-121.695128284,37.2317898547
443,06089,-122.040500868,40.7637125544
444,06091,-120.516009773,39.5803240155
445,06099,-120.997690513,37.5591350404
446,06111,-119.083628484,34.4565039776
447,06115,-121.351262753,39.2690089122
448,08013,-105.357719443,40.0924883745
449,08015,-106.1941332,38.7470232233
450,08031,-104.875930728,39.7621083794
451,01051,-86.1491592953,32.5966467163
452,01055,-86.0347585686,34.0452591036
453,01069,-85.3024724165,31.1531998315
454,01071,-85.9993547609,34.7794524475
455,01089,-86.5502258499,34.7630898962
456,01095,-86.3066394912,34.366956074
457,01099,-87.3654305864,31.5708788831
458,01109,-85.9409330842,31.8027271952
459,01113,-85.1849244335,32.2883960286
460,01117,-86.6606645787,33.2642784086
461,01129,-88.2078570403,31.4076288266
462,02020,-149.10909767,61.1507743639
463,02105,-135.640402732,58.2874292988
464,02170,-149.570655057,62.3157382367
465,02188,-159.721026152,67.0529960512
466,02275,-132.01974817,56.3293968622
467,02290,-151.391516207,65.5087322622
468,04009,-109.887397967,32.9326995747
469,04021,-111.344670757,32.9043918517
470,04025,-112.553901459,34.5998960337
471,05001,-91.3749109705,34.290809024
472,05011,-92.1623894695,33.4664191497
473,05013,-92.5030436412,33.5580306887
474,05041,-91.25398253,33.8332844837
475,05045,-92.3320433512,35.1469825252
476,22085,-93.554598122,31.5640005639
477,22099,-91.6083054514,30.1290871752
478,22101,-91.4431501997,29.7046567768
479,22105,-90.4056765319,30.6266307726
480,22109,-90.8663436601,29.4147753794
481,22115,-93.1842126036,31.1083098247
482,22125,-91.4200065025,30.8798038407
483,23003,-68.5989042794,46.6589161485
484,23007,-70.4440081771,44.9740326009
485,23015,-69.5435046915,44.0663825279
486,23031,-70.7143759864,43.4782151275
487,24005,-76.6392899791,39.4627115867
488,24015,-75.9407395902,39.5712410376
489,24021,-77.3980066043,39.4722303938
490,24031,-77.2041825962,39.1363339505
491,24039,-75.751756066,38.1157804898
492,24041,-76.0971000586,38.7713460615
493,25005,-71.1143761024,41.797165066
494,25015,-72.6638009063,42.340158105
495,25025,-71.0708845754,42.3335820463
496,26035,-84.847804817,43.9878715875
497,26053,-89.6944355747,46.4088313095
498,26063,-83.0238063348,43.8332656233
499,08051,-107.031621732,38.6667686551
500,08055,-104.960619577,37.6846770683
501,08065,-106.344771252,39.2024923121
502,08069,-105.461145591,40.6663861817
503,08083,-108.596576264,37.338562633
504,08093,-105.71711247,39.1193199193
505,08109,-106.281510674,38.0805275194
506,08113,-108.405850122,38.0038051096
507,08117,-106.116368135,39.6341803157
508,09001,-73.3892602329,41.2706936368
509,09011,-72.1014736985,41.4866139338
510,10001,-75.568420927,39.0861655606
511,10005,-75.3900379459,38.6605523556
512,12001,-82.3577249076,29.6747516305
513,12007,-82.1687700781,29.9499523464
514,12013,-85.1971975758,30.4060220784
515,12017,-82.4793959632,28.8489077459
516,12029,-83.1588006825,29.6081916952
517,12033,-87.3627829939,30.6689266255
518,12037,-84.8140233216,29.8764644616
519,12047,-82.9479348268,30.4963877832
520,12053,-82.4250292789,28.5536288076
521,12073,-84.2778919273,30.4580427911
522,12077,-84.8828985771,30.241374485
523,12079,-83.4701275644,30.4441030071
524,12083,-82.0566567874,29.2102021018
525,12089,-81.8016157582,30.6105989899
526,13013,-83.71273168,33.9931896835
527,13027,-83.5801921461,30.8419839087
528,13033,-82.0009059412,33.0610834448
529,13049,-82.1379363687,30.781723957
530,13073,-82.2640496395,33.5441204024
531,13077,-84.7633526984,33.3534640136
532,13079,-83.9863322196,32.7145034425
533,13103,-81.3413529531,32.3672852726
534,13107,-82.3017126583,32.5897430628
535,13113,-84.4941805869,33.4139509482
536,13127,-81.5407168067,31.2308964319
537,13133,-83.1666726505,33.5788306907
538,13137,-83.531108123,34.6310304866
539,13141,-83.0006725843,33.2704493454
540,13151,-84.154199335,33.4529985264
541,13157,-83.5663629791,34.1338847824
542,30099,-112.240855709,47.8371144764
543,31069,-102.335455719,41.6194072539
544,31103,-99.7123999184,42.8788759153
545,31115,-99.4543814305,41.913847301
546,31139,-97.6013005566,42.2643607802
547,31171,-100.555776591,41.9135881249
548,32011,-116.268586639,39.9838733731
549,32015,-117.038028186,39.9336658397
550,32031,-119.664244575,40.6654700587
551,32033,-114.901583277,39.4420911631
552,33009,-71.820765002,43.9406467467
553,34001,-74.6609764504,39.4777387725
554,34005,-74.6680401008,39.8776840755
555,34011,-75.1107555786,39.3738423519
556,34015,-75.1414143321,39.7172546685
557,34025,-74.2209709345,40.2604815387
558,34029,-74.2809069257,39.8851252032
559,34035,-74.6163499341,40.5634896474
560,17039,-88.9040823074,40.1746119058
561,17097,-88.0036250817,42.3233703825
562,17147,-88.5911038835,40.0103421952
563,17175,-89.7975141945,41.0933248245
564,17185,-87.8445028112,38.4460271767
565,17189,-89.4104482249,38.3521660464
566,18009,-85.3248217594,40.4736377046
567,18053,-85.6547152482,40.5157997992
568,18069,-85.488130745,40.8292194566
569,18083,-87.4180489131,38.6890306507
570,18161,-84.925137901,39.6255947764
571,18175,-86.1053027403,38.5999856598
572,19015,-93.9316868485,42.0365795636
573,19059,-95.1508800093,43.3779066492
574,19105,-91.1314257704,42.1212311662
575,19143,-95.6236673233,43.3785791194
576,19163,-90.6232370496,41.6370915512
577,19195,-93.2608434841,43.3773821237
578,20023,-101.731292639,39.785869873
579,20047,-99.3121729394,37.8876098256
580,20129,-101.799249058,37.1913884491
581,20149,-96.3424400238,39.379011401
582,20185,-98.7174314008,38.0309898474
583,20203,-101.347378145,38.4820726789
584,21003,-86.1904158881,36.7512502379
585,21007,-88.9992578225,37.0584816082
586,21017,-84.217163067,38.2067385278
587,21027,-86.4293180214,37.7733566557
588,21031,-86.681626772,37.207283842
589,21033,-87.8678642228,37.1454073525
590,21043,-83.0495395322,38.3181848567
591,21051,-83.7146645133,37.1597088014
592,21055,-88.0971972651,37.35272317
593,21065,-83.9643099435,37.6924443257
594,21071,-82.7457047779,37.5571215637
595,21085,-86.3439123264,37.4608127671
596,21089,-82.9223494704,38.545692373
597,21095,-83.2179937441,36.8569455554
598,21099,-85.8846906277,37.2999303388
599,21109,-84.0057520413,37.4197654855
600,21115,-82.8315189361,37.8466459073
601,21119,-82.9541408386,37.3540475199
602,21123,-85.6979291965,37.5457977763
603,21125,-84.1178044061,37.110669657
604,21133,-82.8553127497,37.1211747645
605,21135,-83.378071315,38.5315876335
606,21153,-83.0649198218,37.7064687023
607,21159,-82.5131803912,37.801601249
608,21167,-84.8744623821,37.8110325024
609,21179,-85.4659582519,37.8051540225
610,21183,-86.84888307,37.4781825399
611,21193,-83.2214758109,37.2443017328
612,21197,-83.8237329622,37.8311272641
613,21203,-84.316009756,37.3650573406
614,21231,-84.828623126,36.8012791005
615,22035,-91.2350581795,32.7325440931
616,22037,-91.0455242702,30.8451053597
617,22041,-91.6737700695,32.1332153721
618,22045,-91.729980362,29.8965304072
619,22057,-90.4257682867,29.5662371945
620,22065,-91.2426236667,32.3644018662
621,22071,-89.9288327387,30.0686873203
622,22077,-91.6007888094,30.7093788762
623,22081,-93.3398654241,32.0931329549
624,38067,-97.5518478223,48.767500069
625,38077,-96.9482960493,46.2646049294
626,39035,-81.6586432219,41.4244738027
627,39043,-82.6191291495,41.3632533013
628,47049,-84.9324452379,36.3804779862
629,39067,-81.0911175137,40.2938310488
630,39121,-81.4555490384,39.7659624465
631,39161,-84.586115912,40.8554073836
632,40013,-96.2597872384,33.9623297496
633,40023,-95.55215862,34.0265989738
634,26083,-88.4345569891,47.6279124273
635,26097,-85.0867030003,46.0802381099
636,26099,-82.9322306968,42.6955376365
637,26103,-87.6415509812,46.4314208912
638,27013,-94.067027425,44.0346001929
639,27027,-96.4906471094,46.8923464416
640,27039,-92.8620477468,44.0226084128
641,27053,-93.4768873052,45.0045742818
642,27073,-96.1735171377,44.9954755768
643,27087,-95.8090457745,47.3253014758
644,27097,-94.2683863135,46.0126206661
645,27119,-96.4018645742,47.7738573383
646,27145,-94.6130191519,45.552147295
647,27163,-92.883934934,45.0386998896
648,27165,-94.6140796813,43.9784336914
649,27173,-95.8683621582,44.7162495062
650,28033,-89.9918425776,34.8753848695
651,28035,-89.2578863593,31.188868704
652,28053,-90.526626188,33.1287143892
653,28083,-90.3010706123,33.5505396499
654,28089,-90.033749614,32.6346579
655,28103,-88.5697539088,33.1101567928
656,28109,-89.5896547342,30.7687133719
657,28121,-89.9457920572,32.2641302435
658,28131,-89.117667345,30.789967359
659,28137,-89.9447871329,34.6503289047
660,28143,-90.3755273586,34.6519587997
661,28157,-91.3109261694,31.1610797898
662,29037,-94.3548896966,38.6469852837
663,29087,-95.2155582689,40.0944190569
664,29095,-94.3461342367,39.0084729474
665,29099,-90.5377332779,38.2610641876
666,29143,-89.6517455303,36.5945870326
667,29153,-92.4446824569,36.6493157043
668,29183,-90.674870688,38.7819327971
669,29195,-93.2018448719,39.1368471652
670,29205,-92.0765983034,39.7977651119
671,30003,-107.489709715,45.4234590578
672,30007,-111.49550063,46.3324200746
673,30015,-110.435232876,47.8806193964
674,30031,-111.170453174,45.5406799981
675,30035,-112.994734256,48.705136554
676,30045,-110.266027979,47.04543354
677,30049,-112.390453921,47.1224478662
678,30051,-111.024560131,48.5617720303
679,30069,-108.250198981,47.1175428078
680,30071,-107.913256263,48.2591891878
681,30081,-114.120681488,46.0816946825
682,30085,-105.016436954,48.294522501
683,48431,-101.05007901,31.8277912811
684,48449,-94.9656861064,33.2165884014
685,48459,-94.9414800306,32.736268038
686,48465,-101.151737789,29.892949893
687,48469,-96.9715199345,28.796353568
688,48473,-95.987650216,30.0108226075
689,48475,-103.102500641,31.5094914676
690,48479,-99.3315194022,27.7611126986
691,49029,-111.573151543,41.0893141275
692,49035,-111.92360215,40.6673249942
693,49043,-110.955697463,40.8682246971
694,49047,-109.51862397,40.1247877835
695,49057,-111.913389216,41.2698254457
696,50009,-71.7362290873,44.7279881302
697,51001,-75.6332697593,37.7642605456
698,51005,-80.007043117,37.7876167382
699,51007,-77.9761331366,37.3359953298
700,51015,-79.1338082364,38.1645297959
701,51021,-81.1302913507,37.1339731112
702,51029,-78.5287986568,37.5722094079
703,51031,-79.0964054839,37.2056159
704,51035,-80.7338554787,36.7315669202
705,51037,-78.6616480334,37.0116189387
706,51053,-77.6323378143,37.0759027475
707,51061,-77.8093446765,38.738618711
708,51067,-79.8810367559,36.991941425
709,51081,-77.5595725737,36.6758919016
710,51085,-77.4908666716,37.7601398779
711,51091,-79.5685514582,38.3623214729
712,51099,-77.1572596039,38.2733627828
