fips_code,years,y_true,lr_preds,ffill_preds,yr_mean_preds,county_mean_preds,euc_idw1_preds,hav_idw1_preds,euc_idw2_preds,hav_idw2_preds,k1_Nearest_pred,k5_Nearest_pred,k5_Weighted_pred,kRad_Mean_pred
05041,2006,36.0,41.47118064043025,40.0,31.40851063829787,43.32171156893822,38.42054581094307,38.10384352002006,33.27338774512167,32.68919600303297,27.5,34.1,33.62395998042245,30.623333333333335
05043,2003,34.0,36.99630265589144,30.0,29.9,33.97749196141477,35.262200374201946,35.35096119933045,37.06980862464529,37.248866598957036,36.0,37.0,37.071971873337574,38.45
05055,1991,25.0,26.339822125251885,27.0,27.806382978723406,35.05191082802546,32.77591098566664,32.61715753916474,29.266871275215884,29.172264905256895,27.0,27.32,27.280323479169894,28.36923076923077
05063,1975,23.1,18.76571340772466,20.0,26.034042553191487,28.442607313195552,27.490098992783103,27.39036424246938,25.118073979187532,24.972829234531897,22.6,21.9,21.955086500284352,24.331578947368417
05067,1994,32.4,25.819763853729683,24.9,25.59787234042553,41.67503974562798,38.89243267681421,38.760103519391635,34.49526411217531,34.34310795762641,29.5,32.48,32.227672909983816,33.46153846153846
05069,1978,19.0,20.69692287249177,22.1,30.655319148936176,30.330351437699715,27.709756393801786,27.548835539283107,23.970323550076873,23.937327031940683,20.0,23.4,23.39706345140336,22.133333333333333
05075,1980,13.0,20.81546193448628,24.0,27.1,29.29746835443038,25.26528057712442,25.097609251313237,18.085523186422975,17.975575678850618,13.0,12.2,12.29811951069683,15.956521739130435
05077,1972,21.0,18.22761797183864,20.0,29.382978723404257,28.207777777777768,25.46420256446183,25.34999364040175,21.553401434184057,21.510275968704686,20.0,20.66,20.614390016729573,20.019444444444446
05079,2009,37.5,43.155211754209404,36.5,31.699999999999996,45.04416403785489,42.703636070850266,42.67405882641389,39.72327120073771,39.87444945337286,37.5,40.9,40.509954233044006,38.351851851851855
05085,1994,37.7,31.751148395203245,28.6,31.495744680851065,41.67503974562798,39.01185128373619,38.83495929404533,35.950758966783965,35.87499188333888,38.6,35.7,36.06757807418853,33.63181818181819
05093,1995,29.0,33.01905668397808,35.3,32.208510638297874,35.926399999999994,32.787753554417144,32.67336892304236,29.349871889578317,29.39024069509002,31.0,28.919999999999998,29.162599252279982,27.958823529411763
05095,2010,33.1,38.428932878617616,36.5,29.138297872340427,45.21712,41.46434469530794,41.138804614968855,36.87108528565629,36.436786463144394,40.6,35.68000000000001,35.80944257741508,35.688235294117646
05107,1995,25.0,30.894671669100035,33.2,30.012765957446806,35.926399999999994,31.130043303782692,30.958504108766043,25.377839795904546,25.262272212187924,20.6,25.119999999999997,24.609492354084853,24.394444444444446
05111,1993,23.5,32.17627450618079,35.0,32.45531914893617,33.290634920634915,31.563847819057514,31.544988729335458,28.08090616387684,28.080882058841688,26.4,26.48,26.699883464255226,27.013513513513516
05117,1978,26.0,24.63203363769253,28.6,33.56808510638298,30.330351437699715,27.65082321670905,27.501973608893604,24.031907046292083,23.976744611895327,25.0,22.8,22.590304923312374,23.3
05121,1985,25.0,24.184184253171225,23.0,29.36808510638298,34.81380952380948,33.32717752501746,33.34881163862852,29.427921632317318,29.52657275278742,25.0,24.6,24.622297794005586,28.342105263157894
05123,1989,20.0,27.7124317116984,25.0,29.848936170212767,32.91799363057321,28.904795110183148,28.738249085706084,24.436252449755465,24.262902663056217,24.0,23.4,23.663754311196524,22.432499999999997
05145,2005,27.0,29.920154893393487,33.0,25.09787234042553,43.57907348242812,40.547292923267506,40.342210779163075,35.39763602663266,35.11863242947833,29.0,30.0,30.18115091796519,33.542857142857144
05147,1982,22.0,22.43975659609589,21.0,27.27021276595745,32.68482428115015,30.089413543157654,29.987122086607965,25.902138718024684,25.821886726599843,27.0,23.4,23.395771606410086,25.015625
10005,1974,26.0,23.07082698354509,28.0,30.25531914893617,23.154920634920614,23.872230352183173,23.812817459764954,26.762183407413858,26.449994052323873,29.0,27.580000000000002,28.093014622688695,26.322222222222223
13027,1995,30.0,32.62045391538982,31.7,31.80851063829787,35.926399999999994,34.888706078687285,34.65648088496267,33.559305977256,33.04505714494513,26.4,26.2,26.181179322890458,26.4
13033,1996,27.5,23.539112105467552,26.4,22.88723404255319,37.746909667194885,36.992664114350184,37.04011184812027,36.271649278972916,36.32142913229582,31.4,34.68,34.37676569972063,31.4
17001,1985,39.0,35.14514686981954,28.5,39.0404255319149,34.81380952380948,36.52353007348651,36.77090159200591,38.21121217648563,38.38710493143418,35.0,36.9,36.888824234470704,41.17941176470588
17007,1979,38.0,33.69297943585775,34.5,41.238297872340425,33.08853503184712,35.163713956591025,35.19224953543451,37.26602777909177,37.16854300049005,37.5,38.0,37.68126345771104,39.02571428571428
17009,1976,30.0,30.633819788458936,32.5,38.648936170212764,25.384810126582277,27.96731275503953,28.06138270820701,31.154412657736877,31.20411916643657,30.0,33.0,32.57252947284647,33.51666666666667
17011,2012,55.0,54.583083334933804,58.1,45.58085106382979,41.46006339144218,43.57898665621703,43.67486114287432,47.29029448611332,47.43624596962755,52.9,50.839999999999996,50.981764670199865,47.91304347826086
17015,1979,41.0,37.157562572125926,34.0,47.28297872340426,33.08853503184712,35.536039234244534,35.5937973669006,38.41354101813736,38.38715647985989,42.0,40.9,40.724719535888596,39.97272727272727
17017,2003,45.0,47.45385318874935,48.0,42.682978723404254,33.97749196141477,35.49183834913213,35.501757779455474,39.8643426394251,39.688388117177304,48.0,44.0,44.30546107544386,39.80731707317073
17019,1983,38.5,40.659146261621004,43.0,46.336170212765964,27.995087163232967,29.406103249795528,29.599848973557442,31.579031151369612,31.97401232152679,36.5,35.1,35.22919981593243,31.946666666666665
17021,1993,46.5,45.408204142722525,47.5,45.6936170212766,33.290634920634915,37.18412002031137,37.34546939737945,41.47751794128299,41.72297151393641,44.0,46.1,45.99621890505426,42.99777777777778
17025,1988,20.5,29.229003133169044,29.0,31.77659574468085,26.80221518987341,26.491441554587748,26.566156044721872,25.190707545153664,25.27608576647066,22.0,23.0,22.90313754173177,26.525641025641026
17027,2015,48.0,43.502950513175165,51.6,34.00212765957447,50.004166666666656,50.421118336775294,50.3092146105156,49.29022821030142,49.2598072021089,43.5,46.919999999999995,46.602659589509344,51.38157894736842
17029,1983,28.0,39.08845096241987,39.5,44.71063829787234,27.995087163232967,28.35716079900256,28.472027763644956,28.33274867221063,28.705312041154233,23.0,30.8,30.44143996632317,28.079487179487177
17033,1970,27.0,25.66641998149862,26.5,36.97234042553191,26.056514913657793,27.605296976206684,27.59663817665476,27.747546891253698,27.616184300500755,25.0,25.619999999999997,25.03995670159842,28.524390243902435
17035,2013,49.9,49.18587935724065,43.3,39.351063829787236,45.61679999999997,47.209741073159805,47.21510085185553,48.898798231320704,48.85855578103189,57.1,48.14,48.44766831250139,49.72682926829268
17037,1970,34.0,33.797224791859435,33.0,45.895744680851074,26.056514913657793,28.422546059547077,28.538110268201578,30.7100269320354,31.004065229411864,33.0,32.8,32.924162630657236,31.858974358974365
17041,1978,39.5,37.4516733423186,43.0,46.12978723404255,30.330351437699715,32.07678279097213,32.24161842864551,35.142113322285155,35.26468101617802,39.0,39.1,39.08952990767068,34.92380952380953
17045,1992,45.5,43.59924963498247,41.5,44.40851063829787,37.49102362204725,39.82443090621183,40.00992607219622,42.73474885471255,43.021667032728836,44.6,45.42,45.60090344405915,44.019999999999996
17049,1999,34.0,40.112091436622904,39.5,37.06808510638298,37.15977742448327,37.277664358228996,37.28199179786643,37.16215954555789,37.00591498844565,35.0,35.0,34.97046122878943,37.91428571428572
17051,1987,30.0,30.30468004529689,33.5,33.921276595744686,34.936261980830636,35.287124203690475,35.37696075770918,34.779169399829506,34.80250044773313,33.5,32.4,32.41178380169905,34.706818181818186
17053,1996,43.0,43.862629661816186,43.0,42.7,37.746909667194885,38.62689745671112,38.79802450132708,40.417570281240586,40.645996134738986,42.5,44.8,44.55449128175076,41.52272727272727
17055,1990,29.0,29.21859862712074,29.5,30.76808510638298,35.05136876006446,34.27493504751118,34.29227397347561,30.637850494680944,30.964872096064756,25.5,26.5,26.243026876725708,31.262068965517237
17057,2015,56.0,51.3372173642083,52.5,41.55957446808511,50.004166666666656,52.381593327020866,52.40510284985659,55.37579383300484,55.322068307526756,51.4,57.64,57.24169159255233,57.20000000000001
17059,1989,31.0,34.22182633011721,30.0,36.246808510638296,32.91799363057321,32.90339828771308,32.84083136907242,32.79457068770688,32.680111774638064,32.5,32.44,32.84303996816917,31.387500000000003
17061,1973,36.0,32.40357758871289,36.0,42.54468085106383,27.588871224165377,28.951742875846335,28.954560904771753,30.836880616848976,30.74105767969793,32.0,32.6,32.57160982862201,30.485714285714284
17063,1992,45.0,40.7083205500212,25.0,41.47659574468085,37.49102362204725,39.630591794614276,39.7691659286159,42.14176052410726,42.219259236048,45.0,43.7,43.848606423709526,43.902631578947364
17067,1970,33.5,29.411748381128632,35.0,42.07446808510638,26.056514913657793,28.67459231458567,28.683688434345243,31.822530976780786,31.739318971113924,32.7,33.54,33.57123689060011,33.217499999999994
17071,2000,46.0,47.70548573338033,45.0,44.52765957446809,37.45110759493669,40.337688920418195,40.44651432750583,43.13505983633343,43.09318755064805,41.0,45.4,44.988492257086065,44.648936170212764
17073,1983,38.0,41.1669765614771,41.0,45.95106382978723,27.995087163232967,30.748195082555068,31.000212882063074,34.56856930816673,34.89744892049258,39.5,39.6,39.511476424370336,35.495999999999995
17075,2005,51.0,47.39815290565741,49.0,42.34893617021277,43.57907348242812,45.33306405760718,45.539323155726194,47.358993510565554,47.66169986870045,50.0,49.67999999999999,49.49817683043089,50.01860465116278
